profile,sigma,R_over_a,T_over_a,Veff,Veff_jackknife_error,plateau_fit_T3_5,plateau_fit_error,Veff_minus_own_plateau,paired_residual_jackknife_error,z2,plateau_p_value,plateau_energy_shift_from_constant,paired_shift_z_from_constant,in_plateau_fit
sigma=0.2078,0.2078,1,2,0.48733921885,0.00134639338999,0.481407445545,0.00129097063396,0.00593177330516,0.00211190618367,2.80872955012,0.630704923755,-0.000144266314024,-1.13046850269,no
sigma=0.2078,0.2078,1,3,0.479911393905,0.00202367130666,0.481407445545,0.00129097063396,-0.00149605163939,0.00155840956737,2.80872955012,0.630704923755,-0.000144266314024,-1.13046850269,yes
sigma=0.2078,0.2078,1,4,0.48346297598,0.00282170636332,0.481407445545,0.00129097063396,0.00205553043564,0.00250906787932,2.80872955012,0.630704923755,-0.000144266314024,-1.13046850269,yes
sigma=0.2078,0.2078,1,5,0.48254847537,0.00350863919455,0.481407445545,0.00129097063396,0.00114102982548,0.00326250575782,2.80872955012,0.630704923755,-0.000144266314024,-1.13046850269,yes
sigma=0.2078,0.2078,2,2,0.712147984442,0.00288178731965,0.696747291315,0.00400634626065,0.0154006931271,0.0052274993941,2.94609180529,0.97968178509,-0.000147198307704,-0.945678052632,no
sigma=0.2078,0.2078,2,3,0.696684178828,0.00515185899092,0.696747291315,0.00400634626065,-6.31124872805e-05,0.00323895673051,2.94609180529,0.97968178509,-0.000147198307704,-0.945678052632,yes
sigma=0.2078,0.2078,2,4,0.696279707071,0.00858026911521,0.696747291315,0.00400634626065,-0.000467584244446,0.00758750339237,2.94609180529,0.97968178509,-0.000147198307704,-0.945678052632,yes
sigma=0.2078,0.2078,2,5,0.699994485983,0.0165543275139,0.696747291315,0.00400634626065,0.00324719466757,0.0160622211751,2.94609180529,0.97968178509,-0.000147198307704,-0.945678052632,yes
sigma=0.2078,0.2078,3,2,0.849442610243,0.00492438409544,0.834059361922,0.00733501798632,0.0153832483209,0.00969150986871,1.58729119913,0.378484487611,-0.000164123993887,-1.01132884225,no
sigma=0.2078,0.2078,3,3,0.827154680301,0.00918438031177,0.834059361922,0.00733501798632,-0.00690468162062,0.00552723736162,1.58729119913,0.378484487611,-0.000164123993887,-1.01132884225,yes
sigma=0.2078,0.2078,3,4,0.852943140033,0.0156234822944,0.834059361922,0.00733501798632,0.0188837781108,0.0137945898867,1.58729119913,0.378484487611,-0.000164123993887,-1.01132884225,yes
sigma=0.2078,0.2078,3,5,0.831799695155,0.0396551820566,0.834059361922,0.00733501798632,-0.00225966676657,0.0389708990797,1.58729119913,0.378484487611,-0.000164123993887,-1.01132884225,yes
sigma=0.2078,0.2078,4,2,0.953901729221,0.00764043153023,0.924244041667,0.0113246325928,0.0296576875536,0.0137279363603,2.16038935316,0.775640537478,-8.83898715015e-05,-0.428863237176,no
sigma=0.2078,0.2078,4,3,0.920527675719,0.01322983715,0.924244041667,0.0113246325928,-0.00371636594823,0.00683968476269,2.16038935316,0.775640537478,-8.83898715015e-05,-0.428863237176,yes
sigma=0.2078,0.2078,4,4,0.94320297555,0.0295709211514,0.924244041667,0.0113246325928,0.0189589338825,0.0273165165126,2.16038935316,0.775640537478,-8.83898715015e-05,-0.428863237176,yes
sigma=0.2078,0.2078,4,5,0.897847999733,0.0700231191157,0.924244041667,0.0113246325928,-0.0263960419338,0.0691013017774,2.16038935316,0.775640537478,-8.83898715015e-05,-0.428863237176,yes
sigma=0.2078,0.2078,5,2,1.04257594281,0.0103912419106,1.02683278016,0.0206160687106,0.0157431626505,0.0241181783796,0.652750900287,0.962005325434,0.000247349230385,0.929921963452,no
sigma=0.2078,0.2078,5,3,1.02439506527,0.0224446632856,1.02683278016,0.0206160687106,-0.0024377148878,0.0088735912078,0.652750900287,0.962005325434,0.000247349230385,0.929921963452,yes
sigma=0.2078,0.2078,5,4,1.03987091272,0.0525427420827,1.02683278016,0.0206160687106,0.0130381325609,0.0483292608726,0.652750900287,0.962005325434,0.000247349230385,0.929921963452,yes
sigma=0.2078,0.2078,5,5,1.0321071505,0.139437676042,1.02683278016,0.0206160687106,0.00527437033851,0.137905196461,0.652750900287,0.962005325434,0.000247349230385,0.929921963452,yes
sigma=0.2078,0.2078,6,2,1.13066851883,0.0142830690586,1.11651773131,0.0278144788234,0.0141507875209,0.0328050171825,0.431360466669,0.67249180889,0.00024692714281,0.549624035527,no
sigma=0.2078,0.2078,6,3,1.11016549549,0.0301993790014,1.11651773131,0.0278144788234,-0.00635223581904,0.0117625362849,0.431360466669,0.67249180889,0.00024692714281,0.549624035527,yes
sigma=0.2078,0.2078,6,4,1.18396230647,0.0948494141502,1.11651773131,0.0278144788234,0.0674445751594,0.0906794691891,0.431360466669,0.67249180889,0.00024692714281,0.549624035527,yes
sigma=0.2078,0.2078,6,5,0.976009104207,0.211607470178,1.11651773131,0.0278144788234,-0.140508627102,0.209771485677,0.431360466669,0.67249180889,0.00024692714281,0.549624035527,yes
sigma=0.2472,0.2472,1,2,0.487332756807,0.00133238892135,0.481448584059,0.00128226993006,0.0058841727485,0.00209606342866,2.80724937425,0.619112705607,-0.000103127799796,-1.14191270369,no
sigma=0.2472,0.2472,1,3,0.479935263603,0.00200810262035,0.481448584059,0.00128226993006,-0.00151332045622,0.00154539961185,2.80724937425,0.619112705607,-0.000103127799796,-1.14191270369,yes
sigma=0.2472,0.2472,1,4,0.483513261633,0.00280183987917,0.481448584059,0.00128226993006,0.00206467757415,0.00249120262824,2.80724937425,0.619112705607,-0.000103127799796,-1.14191270369,yes
sigma=0.2472,0.2472,1,5,0.482650876661,0.00350798475464,0.481448584059,0.00128226993006,0.00120229260196,0.00326523213037,2.80724937425,0.619112705607,-0.000103127799796,-1.14191270369,yes
sigma=0.2472,0.2472,2,2,0.712142977915,0.00287001940561,0.696790402092,0.00400322097003,0.0153525758232,0.00522437018256,2.93864624571,0.978286277453,-0.00010408753111,-0.946161600083,no
sigma=0.2472,0.2472,2,3,0.696722905763,0.00514884839256,0.696790402092,0.00400322097003,-6.74963289974e-05,0.00323803360617,2.93864624571,0.978286277453,-0.00010408753111,-0.946161600083,yes
sigma=0.2472,0.2472,2,4,0.696307513573,0.00858269202577,0.696790402092,0.00400322097003,-0.000482888519049,0.00759189200887,2.93864624571,0.978286277453,-0.00010408753111,-0.946161600083,yes
sigma=0.2472,0.2472,2,5,0.700151857982,0.0165682053815,0.696790402092,0.00400322097003,0.00336145589041,0.0160773023679,2.93864624571,0.978286277453,-0.00010408753111,-0.946161600083,yes
sigma=0.2472,0.2472,3,2,0.849437276594,0.00491451237314,0.834106626794,0.00733588742602,0.0153306497993,0.00969377424731,1.58149441159,0.378405774041,-0.000116859121452,-1.01811379356,no
sigma=0.2472,0.2472,3,3,0.827186627703,0.00918528708595,0.834106626794,0.00733588742602,-0.00691999909115,0.00552759029994,1.58149441159,0.378405774041,-0.000116859121452,-1.01811379356,yes
sigma=0.2472,0.2472,3,4,0.853000290891,0.0156414030557,0.834106626794,0.00733588742602,0.0188936640968,0.0138144216392,1.58149441159,0.378405774041,-0.000116859121452,-1.01811379356,yes
sigma=0.2472,0.2472,3,5,0.832107425619,0.0396771753873,0.834106626794,0.00733588742602,-0.00199920117557,0.0389931148075,1.58149441159,0.378405774041,-0.000116859121452,-1.01811379356,yes
