tau,nc,corr_id,ReW,ImW,AbsW
2,58,0,0.3268789684997535,0.0002222326400949543,0.32687904404352564
2,59,0,0.3266895502440808,0.0001529996693750846,0.32668958607151627
2,60,0,0.3262273549240765,-0.0001096955319334044,0.3262273733669036
2,61,0,0.3267591320022709,-0.0001772265577608043,0.32675918006405
2,62,0,0.3266261105725006,-3.002926307962128e-05,0.32662611195291175
2,63,0,0.3266066069487272,-2.792818082049365e-05,0.3266066081427987
2,64,0,0.3256327396002556,-6.463021779783829e-05,0.3256327460140226
2,65,0,0.3261945247525228,8.298482703829008e-05,0.3261945353083122
2,66,0,0.325622313935748,-8.18307397789438e-05,0.325622324218013
2,67,0,0.3248602597402824,-0.0002038553651667208,0.3248603237016389
2,68,0,0.326767001558088,-0.0001848725632413306,0.32676705385507904
2,69,0,0.3266573535440861,0.0001775323137053695,0.32665740178686975
2,70,0,0.3267453859740106,8.144935013685529e-05,0.32674539612564063
2,71,0,0.3264929100229834,-8.644686563935586e-05,0.32649292146742864
2,72,0,0.3264290304873947,7.916457983429805e-05,0.3264290400867716
2,73,0,0.3265765373213861,2.05747928598437e-05,0.3265765379695069
2,74,0,0.3259429251553165,0.0002346558940973682,0.32594300962314393
2,75,0,0.325955855537332,0.0001609566001452817,0.32595589527741503
2,76,0,0.3263734907472852,7.50560259360827e-05,0.3263734993775924
2,77,0,0.3267618013554313,5.332803584288194e-05,0.3267618057070406
2,78,0,0.3263415633701385,0.0002047801272196273,0.3263416276201469
2,79,0,0.3262469420438722,1.75796728696927e-05,0.3262469425175087
2,80,0,0.3254561713850729,-0.0001448774227891956,0.325456203631299
2,81,0,0.3263913444182724,-3.878415900666031e-05,0.32639134672257825
2,82,0,0.3266919182290653,0.0001627086509396761,0.3266919587475201
2,83,0,0.3264633236832071,-0.0001024028421212031,0.3264633397437276
2,84,0,0.3263891761265232,3.351650537554913e-05,0.3263891778474076
2,85,0,0.3263725963979033,7.846702525976988e-05,0.32637260583048744
2,86,0,0.3256418789530445,-0.00020333378182096,0.3256419424347793
2,87,0,0.3259339216804131,-6.689308517342194e-06,0.3259339217490571
2,88,0,0.3258649510502902,8.181726509398937e-05,0.32586496132151566
2,89,0,0.3256083325805522,6.319088807853969e-05,0.3256083387122876
2,90,0,0.3261885302118049,-0.0001442527001049223,0.3261885621087579
2,91,0,0.326222087627718,0.0001174398050176122,0.3262221087668558
2,92,0,0.3259057810440144,-3.314276850670573e-06,0.3259057810608666
2,93,0,0.3263636099099302,5.838509416243437e-05,0.32636361513235557
2,94,0,0.3259880988592366,4.072144303161913e-05,0.32598810140263607
2,95,0,0.3270450072809521,-0.0001088398449233532,0.32704502539177976
2,96,0,0.3266415384954327,5.41956876000678e-05,0.3266415429914508
2,97,0,0.3263720224832345,-0.0001163374538092742,0.32637204321785906
2,98,0,0.3265155520174231,2.556579905454295e-05,0.3265155530183097
2,99,0,0.3262944525079818,-6.033869989891061e-05,0.3262944580869284
2,100,0,0.3267995490379174,1.433067662137258e-05,0.32679954935212885
3,1,0,0.2004761604301277,-0.000100094164004743,0.20047618541773973
3,2,0,0.2010788329685201,6.002468622214898e-05,0.20107884192760056
3,3,0,0.2006129596388932,-2.715082154062526e-05,0.20061296147618005
3,4,0,0.2011634393641651,9.701544605148902e-05,0.2011634627580687
