r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
7,4,-2,-6,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.00015187941234877654,0.0009105932174702443,0.0007163293298436058,0.0010870030534995414,0.00028222495874382194,0.0006950069043769642
7,4,-2,-5,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.000892078353332515,0.001034613216237764,1.2545579261982188e-05,0.0010314035521377539,0.0004523119662954533,0.0007698749988696779
7,4,-2,-4,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0003405833947275094,0.00089839722823961,0.0008700898529599144,0.0009209802671459069,0.0002647532291170562,0.0006486990155948765
7,4,-2,-3,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0020564432286662958,0.0010645407083813639,0.0005500437151567805,0.0008339717963302501,-0.0007531997567582627,0.0006990724586258128
7,4,-2,-2,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.001563997020493102,0.0008531944079156635,-0.001140320961740966,0.0010386212317459395,0.00021183802937285723,0.0006611125953923277
7,4,-2,-1,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0018603844714658723,0.0010153818728200392,-0.0013999439897326128,0.0009939074260101545,-0.0016301642306035037,0.000679116278378101
7,4,-2,0,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0009135428138278944,0.0009177900229742917,-0.000556773718922532,0.000935638445549029,-0.0007351582663788525,0.000648916046344809
7,4,-2,1,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0023283825439308205,0.0009745433428736873,0.000545507458595551,0.0009171847824778171,-0.0008914375426717602,0.0007180181549333277
7,4,-2,2,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0010682423580157608,0.0008627856686236572,-0.0012571445339808918,0.0009798745894734953,-0.0011626934460013216,0.0006547985590227572
7,4,-2,3,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0009589232440289796,0.0010493313143025633,-0.00012182548170036611,0.0008937269156053512,-0.0005403743628662072,0.0007382812649213169
7,4,-2,4,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.00042485617074046635,0.000996779703445493,-0.0001125801513630087,0.0009036703254661679,0.00015613800968321989,0.0006972030869561363
7,4,-2,5,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.001563217143737219,0.0008454016996191935,-0.00017880927194519725,0.0009568722182854949,0.0006922039358936715,0.0006348721119365939
7,4,-2,6,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.0008340064572160633,0.0010468811648982855,0.00022430382267139671,0.0009681766940034238,0.0005291551399405647,0.0007609084452894083
7,4,-1,-6,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0009769250209640079,0.0009340556976694175,-0.0012225065888837449,0.0008321945093587791,-0.0010997158049282007,0.0006083476722337066
7,4,-1,-5,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.0005445269003228282,0.0009343538798132949,0.0012126715649592933,0.0009765109356745835,0.0008785992326333081,0.0007164464538558747
7,4,-1,-4,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.0015226861872480013,0.0009657427976105116,-0.0008290399612425081,0.0009004281765873197,0.0003468231129995969,0.0006863090253108336
7,4,-1,-3,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.001562645285969435,0.0009269612674406686,0.0007806631533836983,0.0009739753784139471,-0.0003909910662961358,0.0007219488998389151
7,4,-1,-2,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0013982201328848775,0.0010358099172450997,-0.0018060369135042386,0.0009250338737786742,-0.001602128523199191,0.0007152470976750743
7,4,-1,-1,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.00316410540574664,0.0008624609969583289,-0.001210908462092668,0.0008839037312634311,-0.002187506933923109,0.0005967098841801637
7,4,-1,0,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.010632382383659713,0.0008544009209927137,-0.0031903293192544523,0.0008362098622530877,-0.006911355851457348,0.0006011807411654636
7,4,-1,1,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.006030504437617439,0.0009229062439352255,-0.004147491094497802,0.0010515931467535804,-0.00508899776606303,0.0007377041272424085
7,4,-1,2,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0014258310083383253,0.0008650504195703246,-0.00046136637561296825,0.0009829823877191264,-0.0009435986919778649,0.0007012025100407618
7,4,-1,3,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.002142220248743474,0.0010012923222147915,-0.001626670775095982,0.0008616515019711801,-0.0018844455119263936,0.0006690758602379807
7,4,-1,4,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.0003454427451255304,0.0010823114855217076,-0.00012164532926870475,0.000925244643185749,0.00011189870792277957,0.0006831843334474937
7,4,-1,5,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0017827433992553198,0.0008832606217080063,-0.0003364885315819799,0.0010895453567560582,-0.0010596159654227622,0.0007097745033678431
7,4,-1,6,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0006222259486407489,0.0010127759701493383,0.0014219867693046684,0.000897451051704841,0.0003998804103296183,0.0006395563767670907
7,4,0,-6,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.00045407877408702556,0.0008270436215703233,0.00037453366721536876,0.0009442499391747265,-3.977255343714514e-05,0.0006060501577192628
7,4,0,-5,0,100,3,5.144176492809247e-10,3.170740444625354e-12,-0.0005487612391474928,0.0008968848171978328,0.00017056581915758873,0.000948229520191075,-0.00018909771000207742,0.0006435762235548405
7,4,0,-4,0,100,3,5.144176492809247e-10,3.170740444625354e-12,0.00014480855003051518,0.0009661976431684381,-0.0012366719993485798,0.0008379368490645284,-0.0005459317246616657,0.0006900495082386822
