r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
7,6,-2,-6,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.00188641651540022,0.011413530003324993,0.004958131803932346,0.009772628775555793,0.0015358576442632832,0.007989213953546575
7,6,-2,-5,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.01947089102348573,0.01081039555408289,0.004212755798137937,0.01045086069645576,-0.007629067612677871,0.007610302619773937
7,6,-2,-4,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.001494202377301481,0.010949694820649968,-0.005020881382452227,0.011066148357135545,-0.0032575418798784584,0.008217875821892756
7,6,-2,-3,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.0020519311474856573,0.011706041277463889,0.007216338334377279,0.011335404306369415,0.002582203593443773,0.008715615815364248
7,6,-2,-2,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.006055243203382275,0.011957746899185375,-0.005269022898800049,0.009265637641130243,-0.005662133051088865,0.007519410633063278
7,6,-2,-1,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.013748670162126593,0.010310179591281434,0.009628164896833295,0.010978684578449138,-0.0020602526326514315,0.007922598259903608
7,6,-2,0,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.01214328600002037,0.010304674784999582,-0.004011065585327398,0.010535625869392358,0.004066110207344313,0.007280205508584091
7,6,-2,1,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.005328703722311843,0.01122184813875819,-0.00591665788680267,0.010944085199805581,-0.005622680804558229,0.007708371546671428
7,6,-2,2,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.006347100771730005,0.009954481571599252,-0.009005187540283703,0.011549523808211797,-0.007676144156007429,0.008088932627828518
7,6,-2,3,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.02185357614123548,0.010720248392559776,0.003147191776661609,0.011688890544831982,-0.00935319218229001,0.007774738315205022
7,6,-2,4,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.0067653145961080055,0.010410803045574653,0.01936594974074264,0.009581942765800483,0.006300317572316863,0.007249551704235414
7,6,-2,5,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.004517808240547112,0.010467466533254898,-0.0047994072501318106,0.011716884051891436,-0.0001407995047943178,0.008071388457098408
7,6,-2,6,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.012086805975914015,0.009869528725515636,0.006599472034481002,0.009841837628581387,0.009343139005194902,0.006604746847066117
7,6,-1,-6,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.008897699321949509,0.009942217784759332,-0.009234139833821353,0.010794218399418232,-0.0001682202559417556,0.007801287755097735
7,6,-1,-5,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.018586833510117143,0.010584014499177657,0.0010608697452545379,0.010980376216301527,0.009823851627681407,0.007961064665063827
7,6,-1,-4,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.00017113415293704693,0.011592280839027282,-0.004069388944641483,0.010192798144808625,-0.0021202615487995913,0.007842534893820597
7,6,-1,-3,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.005363311454746533,0.010486517756304773,0.0016682090910567582,0.01187639436739003,0.003515760272900044,0.008377750877820023
7,6,-1,-2,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.016794144644583824,0.011113432761407827,0.0014896900509140387,0.011197461434358836,0.00914191734774485,0.008117643923236386
7,6,-1,-1,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.0063225958925057935,0.009744006886449445,0.01704118265606234,0.010104340190399299,0.011681889274282382,0.005794072918968503
7,6,-1,0,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.008310922761612358,0.010626752369463496,0.006930324348067753,0.009623505992852117,-0.0006902992067725489,0.00758058480362999
7,6,-1,1,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.014233508078985052,0.009152158711709598,-0.018800456752239365,0.00970636283208957,-0.016516982415614306,0.006860318652864627
7,6,-1,2,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.0017140548097700204,0.010159763827483483,0.00024197551725377853,0.0094049544917047,-0.00073603964625788,0.006850056786548227
7,6,-1,3,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.01345843804318668,0.011284268791954854,0.001968309500799228,0.011229357618600722,-0.0057450642711982325,0.007970778743164403
7,6,-1,4,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.0061368459985471115,0.009843885741050292,0.014699631832773204,0.010055588798289966,0.004281392917114304,0.007101628037629862
7,6,-1,5,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.006960910765447013,0.009095665420189568,0.0019085047678905332,0.010651904880607731,0.004434707766659387,0.0066859275835191665
7,6,-1,6,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.0049091813320552855,0.01009551797312843,-0.006888165436368648,0.009139532894047758,-0.0009894920521569906,0.006723183936250087
7,6,0,-6,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.016123031461519756,0.011797640696631938,0.009618069168308756,0.010538685155029356,-0.003252481146609785,0.007755101285568096
7,6,0,-5,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.016440809150609532,0.010886444602858772,0.021224480639551953,0.010987927361123145,0.018832644895075416,0.007668538308293819
7,6,0,-4,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.001177244363815586,0.010586283707516965,0.004438613242313743,0.009967461394455092,0.0028079288030635995,0.007679470063261588
7,6,0,-3,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,-0.0001160960614326223,0.0105876121165961,-0.012764418351440838,0.012151828864587438,-0.0064402572064348115,0.008618804526932698
7,6,0,-2,0,100,3,4.522190820048339e-11,1.8631321739127935e-12,0.00484391501172511,0.010164261222137485,0.00943864306656127,0.010204982657347034,0.0071412790391392564,0.0074462696351752745
