model,fit_label,Rmin,Rmax,omitted_cfg,V0,sigma,alpha,a_sqrt_sigma
cornell,R1-6,1,6,93,0.6734719259076468,0.08543413791152815,0.27839308967071535,0.29229118685230343
cornell,R1-6,1,6,94,0.6736508912577975,0.08539358966266215,0.27852117161674256,0.29222181585682844
cornell,R1-6,1,6,95,0.6739894736607297,0.08533288420117513,0.2787699185381833,0.2921179285856572
cornell,R1-6,1,6,96,0.6746219116748098,0.08515197625965157,0.27929021037448415,0.2918081154794218
cornell,R1-6,1,6,97,0.6742856741689063,0.08527324513100203,0.2790180678726497,0.2920158302746651
cornell,R1-6,1,6,98,0.6740172344937051,0.0852858904899383,0.27880797953433994,0.2920374813100851
cornell,R1-6,1,6,99,0.6742926442041323,0.0852169177458158,0.2789989932048219,0.2919193685691578
cornell,R1-6,1,6,100,0.6741902241916111,0.08526221542739165,0.27891755454346,0.29199694420899625
cornell,R1-5,1,5,1,0.6670277501264146,0.08735007689792018,0.2739248703929413,0.2955504642153691
cornell,R1-5,1,5,2,0.667146601587319,0.08733284080768515,0.2740280734536578,0.2955213034752066
cornell,R1-5,1,5,3,0.6669828505502561,0.08734050316560184,0.2738628193253591,0.2955342673288528
cornell,R1-5,1,5,4,0.6671502468008772,0.08733845098403592,0.2740180890304368,0.2955307953226464
cornell,R1-5,1,5,5,0.6670526988045103,0.08737937767281388,0.27400200334996627,0.29560002989312073
cornell,R1-5,1,5,6,0.6675882352541561,0.08720241265190133,0.2743227943329018,0.29530054631155245
cornell,R1-5,1,5,7,0.667303676488135,0.08727625432263839,0.27407935006203876,0.2954255478502805
cornell,R1-5,1,5,8,0.6668551349880918,0.08735270715120075,0.27370283501640724,0.2955549139351277
cornell,R1-5,1,5,9,0.66679519603652,0.08738609203151752,0.2737346419039041,0.2956113868434664
cornell,R1-5,1,5,10,0.6669332273386943,0.08735944630576814,0.2737962588996322,0.2955663145653918
cornell,R1-5,1,5,11,0.6665154154386846,0.08748102128827642,0.27350003740856643,0.29577190753733934
cornell,R1-5,1,5,12,0.6671760959456389,0.08731229391302008,0.2740330633970327,0.29548653761723237
cornell,R1-5,1,5,13,0.6671641639393601,0.08732584029107425,0.2739891642055669,0.2955094588859623
cornell,R1-5,1,5,14,0.6666592782470314,0.08747843213953568,0.2736683148953711,0.2957675305701011
cornell,R1-5,1,5,15,0.6672647347772851,0.08728834895787875,0.2740847863436022,0.2954460169944397
cornell,R1-5,1,5,16,0.6676783122726914,0.08718930068562664,0.2743794280981966,0.29527834442374307
cornell,R1-5,1,5,17,0.6673631176317049,0.087275285138354,0.2741669699021655,0.2954239075267166
cornell,R1-5,1,5,18,0.6675599041569115,0.08722661498346372,0.2743119566259515,0.2953415226199386
cornell,R1-5,1,5,19,0.6669844468938101,0.08741400676786043,0.27394279916042724,0.29565859833236785
cornell,R1-5,1,5,20,0.6671370413366127,0.08737422120689936,0.274038518764288,0.2955913077323137
cornell,R1-5,1,5,21,0.6667996467181688,0.08741635801700082,0.27373443042511086,0.29566257459644907
cornell,R1-5,1,5,22,0.6670708594104747,0.08738590395411074,0.2739748085957618,0.2956110687273241
cornell,R1-5,1,5,23,0.6670430382087279,0.08737087796372862,0.2739484377715535,0.2955856524997934
cornell,R1-5,1,5,24,0.6676417321862197,0.08717214449233185,0.27430023583126656,0.29524929211148304
cornell,R1-5,1,5,25,0.6672756192617091,0.08733070588354937,0.274161279554139,0.29551769132075556
cornell,R1-5,1,5,26,0.6672148163142427,0.08726601756913137,0.27404341738902316,0.2954082219050976
cornell,R1-5,1,5,27,0.667513969096804,0.08719092243731523,0.27424055164883165,0.2952810905515543
cornell,R1-5,1,5,28,0.6679138478423747,0.08712971589273732,0.27455658894367513,0.29517743120492346
cornell,R1-5,1,5,29,0.667528462761396,0.0872057291571827,0.2742732728880441,0.2953061617325021
cornell,R1-5,1,5,30,0.6679193707196528,0.08711570923537448,0.2745767859057296,0.29515370442427874
cornell,R1-5,1,5,31,0.6668423704742149,0.08742437904638962,0.2738015656476178,0.2956761387842949
cornell,R1-5,1,5,32,0.6669572938852423,0.08734594405558344,0.27383054566811765,0.29554347236165346
cornell,R1-5,1,5,33,0.6670008368519719,0.08740028315738585,0.2739405009473054,0.29563538887857427
cornell,R1-5,1,5,34,0.667070453540487,0.08736765831614188,0.27397818277035885,0.29558020623198344
cornell,R1-5,1,5,35,0.6676464599530864,0.08718996349448685,0.27434593406614455,0.2952794667674792
cornell,R1-5,1,5,36,0.6668870842553014,0.08738546909582784,0.27383594505206593,0.2956103332020514
cornell,R1-5,1,5,37,0.6677760719268493,0.08722519759339696,0.27453465656851295,0.2953391230321458
cornell,R1-5,1,5,38,0.6666989416297276,0.087414529758655,0.27361921010150986,0.2956594827815523
cornell,R1-5,1,5,39,0.6671334397291965,0.0873252692369479,0.27399134045510737,0.2955084926646744
cornell,R1-5,1,5,40,0.6672723850777996,0.08728813052577106,0.2740659191604907,0.29544564732920175
cornell,R1-5,1,5,41,0.6669984847402955,0.08736416399836151,0.2738723845352535,0.29557429522602524
cornell,R1-5,1,5,42,0.6669291110612979,0.08739612991469521,0.27385171445243345,0.2956283645300214
cornell,R1-5,1,5,43,0.6677040493455073,0.08716522466300611,0.2743636754111653,0.2952375732575481
cornell,R1-5,1,5,44,0.6673261221099412,0.0872339056695427,0.2741304632976886,0.29535386516777246
cornell,R1-5,1,5,45,0.6669285742281389,0.08737001097671022,0.2738312011372118,0.29558418593813546
cornell,R1-5,1,5,46,0.6669668359248968,0.08739280086967514,0.27389129028984416,0.29562273402036443
cornell,R1-5,1,5,47,0.6669646884416061,0.08735939132595757,0.273899385482898,0.29556622155780515
cornell,R1-5,1,5,48,0.6674733513913553,0.08727081854081349,0.2742738845718778,0.29541634778869885
cornell,R1-5,1,5,49,0.6674559936610964,0.08723749928071271,0.2742116534721471,0.2953599486740081
cornell,R1-5,1,5,50,0.6667056574481618,0.08747208738695696,0.27370075620158646,0.2957568044643385
cornell,R1-5,1,5,51,0.6673545182743806,0.08728047234708165,0.2741605575358896,0.29543268665989153
cornell,R1-5,1,5,52,0.6675610081940188,0.08721536289765668,0.27431005752287413,0.2953224727271135
cornell,R1-5,1,5,53,0.6677741642714904,0.08715410163796822,0.274421386539696,0.2952187352421391
cornell,R1-5,1,5,54,0.6672910681584929,0.08729975531874114,0.2741145787974635,0.29546531999329656
cornell,R1-5,1,5,55,0.667358976221945,0.08725865125391585,0.27413698301703976,0.29539575361524045
cornell,R1-5,1,5,56,0.6670796299796165,0.08735256879108354,0.27395562503612947,0.2955546798666594
cornell,R1-5,1,5,57,0.6665966538961046,0.08743509176798699,0.27353315384506,0.29569425386366066
cornell,R1-5,1,5,58,0.6668265607865558,0.08737982472527087,0.27372869711644127,0.29560078607011664
cornell,R1-5,1,5,59,0.6670870184456208,0.08739539209868685,0.27401211942133996,0.29562711664982094
cornell,R1-5,1,5,60,0.6669959709716461,0.08733667437162697,0.27383452716879675,0.2955277895082406
cornell,R1-5,1,5,61,0.666711779020908,0.08743503422465389,0.2736849127730151,0.2956941565615626
cornell,R1-5,1,5,62,0.6669729882005684,0.08736441935940228,0.27388621399683977,0.295574727200081
cornell,R1-5,1,5,63,0.6666767493133097,0.08744531634588656,0.27364903896308207,0.29571154246306747
cornell,R1-5,1,5,64,0.666487992963506,0.08749075993215,0.27351634845132256,0.2957883701773111
cornell,R1-5,1,5,65,0.6668901147193019,0.08737792112303608,0.27381090115347406,0.2955975661656166
cornell,R1-5,1,5,66,0.6674819543911944,0.08724726448801683,0.2742763236565278,0.2953764792396592
cornell,R1-5,1,5,67,0.6669032820461678,0.08740146767298071,0.27385418656074834,0.29563739221042507
cornell,R1-5,1,5,68,0.6673731113515142,0.08726334505152139,0.2741321148518914,0.29540369843913833
cornell,R1-5,1,5,69,0.6677035279673978,0.08719480991754468,0.2744034594461634,0.29528767315542426
cornell,R1-5,1,5,70,0.6669134545804817,0.08737247510779873,0.27384246988377575,0.295588354147789
cornell,R1-5,1,5,71,0.6672887120119052,0.08732117942813938,0.274162622462965,0.29550157263226096
cornell,R1-5,1,5,72,0.6674200495475502,0.08724837868880767,0.2741797644085475,0.2953783653025517
cornell,R1-5,1,5,73,0.6672811801431957,0.08728651155275713,0.27406739509104594,0.2954429074334957
cornell,R1-5,1,5,74,0.6672138165904435,0.08735234014086724,0.2740873848805556,0.2955542930509845
cornell,R1-5,1,5,75,0.6674407224316964,0.08720594792397304,0.27417460720071957,0.2953065321390183
cornell,R1-5,1,5,76,0.6674370359366265,0.08720211868432227,0.27419861343945595,0.2953000485681001
cornell,R1-5,1,5,77,0.6680790321643083,0.0871282741424177,0.27474205776306654,0.2951749890190863
cornell,R1-5,1,5,78,0.6672770431931746,0.08730249588469896,0.27411284403853603,0.2954699576686248
cornell,R1-5,1,5,79,0.667431190431007,0.08724965605795289,0.27417052508039474,0.2953805275537859
cornell,R1-5,1,5,80,0.6669056073006869,0.08736311090046323,0.2738047095622503,0.29557251377701416
cornell,R1-5,1,5,81,0.6679054453181746,0.08716303180581109,0.2745562016195844,0.2952338595178593
cornell,R1-5,1,5,82,0.6672423531017235,0.08730703403296684,0.27406878001922785,0.29547763711145186
cornell,R1-5,1,5,83,0.6676461745699044,0.0872848210718854,0.27443258844384527,0.29544004649316824
cornell,R1-5,1,5,84,0.6670408128604288,0.08736887058362955,0.2739359456009748,0.2955822568822925
cornell,R1-5,1,5,85,0.6671929048604069,0.08731032545090005,0.27403518963495155,0.29548320671554257
cornell,R1-5,1,5,86,0.6671243086363587,0.08733311936406332,0.2740088482001928,0.2955217747714427
cornell,R1-5,1,5,87,0.6668039452145101,0.08742203510362824,0.2737419222758721,0.2956721750581685
cornell,R1-5,1,5,88,0.6673788372499585,0.08723871924696969,0.27414547328232597,0.295362013886298
cornell,R1-5,1,5,89,0.667539877081447,0.08717454356223918,0.2742308068153081,0.2952533548704217
cornell,R1-5,1,5,90,0.666980112526441,0.08737681437638525,0.27389890033170755,0.29559569411002123
cornell,R1-5,1,5,91,0.6678447117739778,0.08713989956452078,0.27447763313432544,0.2951946807862919
cornell,R1-5,1,5,92,0.6674502506221968,0.08720591372347589,0.27416982568377984,0.29530647423223877
cornell,R1-5,1,5,93,0.666582915107936,0.08745852137851173,0.27357435471633695,0.2957338691771907
cornell,R1-5,1,5,94,0.6669586686918033,0.08736014554620657,0.2738400863726041,0.29556749744551847
cornell,R1-5,1,5,95,0.6671666133115339,0.08733782890078681,0.2739974545938838,0.2955297428361261
cornell,R1-5,1,5,96,0.6678640636182399,0.08713781664745888,0.2745632213199828,0.2951911527255837
cornell,R1-5,1,5,97,0.6673913081988273,0.08729920225183388,0.2741955870761771,0.2954643840665637
cornell,R1-5,1,5,98,0.6671218900950682,0.0873121351287686,0.27398481434528504,0.2954862689343933
cornell,R1-5,1,5,99,0.6673782157493001,0.08724877036654194,0.27416247907332286,0.2953790283120011
cornell,R1-5,1,5,100,0.6673123085998781,0.08728333849077789,0.2741065804807483,0.2954375373759704
cornell,R1-4,1,4,1,0.656398271319207,0.09050512925934014,0.26637366201186846,0.30084070412651964
cornell,R1-4,1,4,2,0.6563549062273217,0.09053604244596285,0.26636162602698343,0.3008920777387847
cornell,R1-4,1,4,3,0.6562630870550227,0.09052235391698261,0.26624747247566766,0.3008693303030115
cornell,R1-4,1,4,4,0.656479489681199,0.09050575561479089,0.2664375564327449,0.3008417451332027
cornell,R1-4,1,4,5,0.6565914568010718,0.09048449382055493,0.26657031081587684,0.30080640588350993
cornell,R1-4,1,4,6,0.65689247736797,0.0903771380347777,0.2667245011280335,0.3006279062808004
cornell,R1-4,1,4,7,0.6564100968950162,0.09050969733926911,0.2663405238208422,0.3008482962213167
cornell,R1-4,1,4,8,0.6564763611623494,0.09043334501327042,0.26632972808241023,0.3007213743871068
cornell,R1-4,1,4,9,0.6562255985404729,0.09052337036322161,0.2662259733563366,0.30087101948047706
cornell,R1-4,1,4,10,0.6563822009894815,0.09049121233139076,0.2663007833413131,0.3008175731758216
cornell,R1-4,1,4,11,0.6560506904934804,0.09058717124622034,0.26606587058391845,0.3009770277715898
cornell,R1-4,1,4,12,0.6563315316995855,0.09053118814609235,0.26632905778121935,0.30088401111739443
cornell,R1-4,1,4,13,0.6559947312462242,0.09064116229635548,0.2660543712308566,0.3010667073861796
cornell,R1-4,1,4,14,0.6562396754559646,0.09057118889527786,0.2662662029620944,0.30095047581832773
cornell,R1-4,1,4,15,0.6566223690707103,0.09044722642145267,0.26652442307692503,0.30074445368360936
cornell,R1-4,1,4,16,0.6573466731591137,0.09025594797603997,0.2670398057818364,0.3004262771064475
cornell,R1-4,1,4,17,0.6567867364415338,0.09041457701282472,0.2666534822012928,0.30069016780204955
cornell,R1-4,1,4,18,0.6568638989138924,0.0904014137870388,0.26671348769816894,0.3006682786511387
cornell,R1-4,1,4,19,0.6562793952394314,0.09059149073615898,0.26633790363934534,0.3009842034661603
cornell,R1-4,1,4,20,0.6567606132382562,0.09045416280785752,0.26666707824090385,0.3007559854896616
cornell,R1-4,1,4,21,0.6562389932902616,0.0905509815615966,0.2662321157659628,0.3009169014222973
cornell,R1-4,1,4,22,0.656161595914188,0.09062400228231617,0.2662248404704529,0.30103820734637016
cornell,R1-4,1,4,23,0.6566746450519642,0.09044843462541485,0.26658270529081196,0.30074646236558605
cornell,R1-4,1,4,24,0.6575132464715215,0.09017849159093959,0.2671049341985542,0.30029733863446006
cornell,R1-4,1,4,25,0.6567316759522334,0.0904603695143457,0.2666708358049989,0.30076630382133185
cornell,R1-4,1,4,26,0.6566862784334137,0.09039110854543438,0.26656391769499777,0.3006511409348622
cornell,R1-4,1,4,27,0.6568318174510592,0.09036160920251217,0.26665192435126844,0.3006020778413086
cornell,R1-4,1,4,28,0.657538779844886,0.0902092537872171,0.2671861146393564,0.30034855382907555
cornell,R1-4,1,4,29,0.6568928542172446,0.09036260095315525,0.26671770992648575,0.30060372744388125
cornell,R1-4,1,4,30,0.656908744981783,0.09038389400389062,0.26675480978999566,0.3006391425012562
cornell,R1-4,1,4,31,0.6561464267526587,0.09059915958910351,0.2662031404248365,0.3009969428235169
cornell,R1-4,1,4,32,0.6564128440396221,0.09047575803693672,0.2663397420744309,0.30079188492533626
cornell,R1-4,1,4,33,0.6567990308004905,0.09042839327052195,0.2666931123636079,0.3007131411669965
cornell,R1-4,1,4,34,0.6562746395002722,0.09057208246513551,0.266308809422937,0.3009519603942388
cornell,R1-4,1,4,35,0.6569715469524701,0.09035850167791212,0.26676244912021996,0.30059690896267066
cornell,R1-4,1,4,36,0.6562431173484566,0.09054482182924159,0.26627444428870495,0.300906666309076
cornell,R1-4,1,4,37,0.6571875615062294,0.09036808967798773,0.2670125522319344,0.3006128568075353
cornell,R1-4,1,4,38,0.6562534954693631,0.09051495736870817,0.2661987389739226,0.30085703809069875
cornell,R1-4,1,4,39,0.6566230058145782,0.09044498657618157,0.2665247018640454,0.30074072982584443
cornell,R1-4,1,4,40,0.6566270166839921,0.09044789924992452,0.26650342277727956,0.3007455722864836
cornell,R1-4,1,4,41,0.6566587494103826,0.09043321441567595,0.2665270106465209,0.30072115724650295
cornell,R1-4,1,4,42,0.6564763417790237,0.09049873118100131,0.2664260409606906,0.3008300702739028
cornell,R1-4,1,4,43,0.6570574306778688,0.09032536449466874,0.26680029083029133,0.30054178493958
cornell,R1-4,1,4,44,0.6568205695317826,0.09035217412568403,0.2666672924202797,0.30058638379953945
cornell,R1-4,1,4,45,0.656504235676502,0.09046417340556609,0.26642572490775795,0.30077262742072475
cornell,R1-4,1,4,46,0.6566691361128539,0.09044937426320271,0.26657577853834297,0.30074802453749006
cornell,R1-4,1,4,47,0.6564365636045556,0.09048435970219973,0.26642017921620786,0.30080618295207917
cornell,R1-4,1,4,48,0.6570230347414847,0.09037269181435548,0.2668499534363401,0.30062051130013645
cornell,R1-4,1,4,49,0.6571074450584267,0.09030916566232107,0.2668600186123625,0.3005148343465278
cornell,R1-4,1,4,50,0.656014895491221,0.0906453298731975,0.26610601211737317,0.3010736286578376
cornell,R1-4,1,4,51,0.6566597183357282,0.09045491339102836,0.26656294485934917,0.30075723331455945
cornell,R1-4,1,4,52,0.657320413850322,0.09025498618986465,0.26703511363918747,0.30042467639970033
cornell,R1-4,1,4,53,0.6573686505808145,0.0902426764530656,0.2670292835386427,0.30040418847457107
cornell,R1-4,1,4,54,0.6564762327598891,0.09050982540605323,0.2664316926293761,0.3008485090640358
cornell,R1-4,1,4,55,0.65688256625916,0.09036826957027906,0.26669451512662046,0.3006131560166306
cornell,R1-4,1,4,56,0.6560756003502279,0.09061879569618826,0.2661383348123898,0.3010295595056875
cornell,R1-4,1,4,57,0.6560484632315752,0.09056601610289075,0.266039692764246,0.3009418816032271
cornell,R1-4,1,4,58,0.6563095075125085,0.09050150682928555,0.2662573561158531,0.3008346835544159
cornell,R1-4,1,4,59,0.6565652196423605,0.09051848277535306,0.2665374071849068,0.30086289697360996
cornell,R1-4,1,4,60,0.6562554134376014,0.09052469723007416,0.2662044081818255,0.3008732245150342
cornell,R1-4,1,4,61,0.6560310986473443,0.09060528428539372,0.2660973306708968,0.30100711666901453
cornell,R1-4,1,4,62,0.656406277456179,0.09050084084263814,0.2663795962048837,0.30083357665433247
cornell,R1-4,1,4,63,0.656251432661026,0.09053976909553894,0.26624286788847845,0.30089827034321576
cornell,R1-4,1,4,64,0.6556851920225876,0.09069725793988714,0.2658420115921323,0.3011598544625215
cornell,R1-4,1,4,65,0.6560958545866942,0.09058188403964446,0.26614263170590996,0.30096824423790036
cornell,R1-4,1,4,66,0.6569794307058261,0.09036463390521912,0.26681530451214674,0.3006071088733916
cornell,R1-4,1,4,67,0.656505610693833,0.09048771471749287,0.266467654776505,0.3008117596063905
cornell,R1-4,1,4,68,0.6568824144562994,0.09037720402922984,0.2666794974888728,0.3006280160418018
cornell,R1-4,1,4,69,0.6566519278451636,0.09047515674315608,0.266552375025099,0.3007908854057185
cornell,R1-4,1,4,70,0.6565200462326859,0.09045745680310789,0.2664589665486393,0.30076146163215106
cornell,R1-4,1,4,71,0.6564932933851815,0.09052548621011142,0.2664935300182782,0.30087453566247746
cornell,R1-4,1,4,72,0.6569095182072475,0.09036812494602882,0.266713056606035,0.30061291546776364
cornell,R1-4,1,4,73,0.656500980811666,0.0904863009285505,0.2664091144718027,0.3008094096409727
cornell,R1-4,1,4,74,0.6563931961068014,0.09056412736281429,0.2664003889735599,0.30093874353897054
