dx,rho_S_tau4,err_tau4,rho_S_tau6,err_tau6,delta_tau6_minus_tau4,pull
-2,-0.0019675911217908,0.000228621131562,0.0007138476925912,0.0011898155142461,0.0026814388143819997,2.2131733325468317
-1,-0.0065705601309046,0.0002346128338087,-0.0056980432201697,0.0013591058957747,0.0008725169107349001,0.6326221480462744
0,-0.0105484694007781,0.0002127140919591,-0.010766152815049,0.0013648634090609,-0.00021768341427090034,-0.15758861617363673
1,-0.0173527760945215,0.0002420833195753,-0.018024184375186,0.0013644936115979,-0.0006714082806645004,-0.4844907761135875
2,-0.010960638443532,0.0002177627669637,-0.0100558620660984,0.0012835716923653,0.0009047763774335995,0.6949592818783591
3,-0.0169574302788793,0.0002200790215178,-0.0175703778166895,0.0013274027589184,-0.0006129475378101983,-0.4555458483490751
4,-0.0102045761771409,0.0001943217015586,-0.0104954274945564,0.0015156910888896,-0.00029085131741549836,-0.1903356396582073
5,-0.0065047771752421,0.0002128554210747,-0.0065229877063643,0.0013694164383922,-1.8210531122199447e-05,-0.013140235655991338
6,-0.0010410812012038,0.0001844583954653,-0.0011695631653654,0.0014665771162504,-0.0001284819641615999,-0.08692186475664615
