R_over_a,aV,err_aV_jackknife,lower_1sigma,upper_1sigma
1.0,0.48051676106870134,0.0005046845935358906,0.4800120764751655,0.4810214456622372
1.0125,0.4849372796367306,0.0004997847829375492,0.48443749485379306,0.48543706441966816
1.025,0.4892763401997963,0.000499611023332989,0.4887767291764633,0.48977595122312934
1.0375,0.49353688702313797,0.0005036807798360985,0.4930332062433019,0.49404056780297406
1.05,0.49772172416888844,0.0005114532869689572,0.4972102708819195,0.4982331774558574
1.0625,0.5018335237433158,0.0005223693121717686,0.501311154431144,0.5023558930554876
1.075,0.5058748335686757,0.0005358851653926893,0.505338948403283,0.5064107187340684
1.0875,0.5098480843259701,0.0005514969325896246,0.5092965873933805,0.5103995812585597
1.1,0.5137555962107013,0.0005687544171554414,0.5131868417935459,0.5143243506278568
1.1125,0.5175995851399223,0.0005872665066581903,0.5170123186332641,0.5181868516465805
1.125,0.5213821685454831,0.0006067005058892771,0.5207754680395938,0.5219888690513724
1.1375,0.5251053707853067,0.0006267778477880974,0.5244785929375186,0.5257321486330948
1.15,0.528771128201754,0.0006472680416154422,0.5281238601601386,0.5294183962433694
1.1625,0.5323812938536439,0.0006679821027303321,0.5317133117509135,0.5330492759563742
1.175,0.5359376419462278,0.0006887661992105951,0.5352488757470173,0.5366264081454384
1.1875,0.5394418719813788,0.0007094958899958448,0.538732376091383,0.5401513678713746
1.2,0.5428956126483917,0.0007300711003442125,0.5421655415480475,0.5436256837487359
1.2125,0.5463004254741158,0.000750411848548378,0.5455500136255674,0.5470508373226642
1.225,0.5496578082496114,0.0007704546700010716,0.5488873535796104,0.5504282629196124
1.2375,0.5529691982491276,0.0007901496557819429,0.5521790485933457,0.5537593479049095
1.25,0.5562359752559438,0.0008094580159282804,0.5554265172400156,0.5570454332718721
1.2625,0.5594594644084572,0.0008283500818315027,0.5586311143266257,0.5602878144902886
1.275,0.5626409388788528,0.0008468036715158128,0.561794135207337,0.5634877425503686
1.2875,0.5657816223957365,0.000864802752405802,0.5649168196433307,0.5666464251481422
1.3,0.5688826916212283,0.0008823363468381624,0.5680003552743901,0.5697650279680665
1.3125,0.5719452783922254,0.000899397635152759,0.5710458807570726,0.5728446760273782
1.325,0.5749704718347983,0.0009159832194729136,0.5740544886153254,0.5758864550542713
1.3375,0.5779593203600245,0.0009320925182073844,0.5770272278418171,0.5788914128782319
1.35,0.5809128335489413,0.0009477272670140126,0.5799651062819273,0.5818605608159553
1.3625,0.5838319839337406,0.0009628911066164253,0.5828690928271242,0.584794875040357
1.375,0.5867177086818076,0.0009775892416212055,0.5857401194401864,0.5876952979234288
1.3875,0.5895709111887295,0.0009918281575162044,0.5885790830312133,0.5905627393462457
1.4,0.5923924625859656,0.0010056153854649834,0.5913868472005006,0.5933980779714305
1.4125,0.5951832031684633,0.0010189593064648728,0.5941642438619984,0.5962021624749282
1.425,0.5979439437471369,0.0010318689880181135,0.5969120747591188,0.598975812735155
1.4375,0.6006754669307816,0.0010443540477182804,0.5996311128830633,0.6017198209784999
1.45,0.6033785283416827,0.0010564245391809569,0.6023221038025017,0.6044349528808637
1.4625,0.6060538577688851,0.0010680908565709453,0.6049857669123142,0.607121948625456
1.475,0.6087021602628215,0.001079363654638743,0.6076227966081827,0.6097815239174603
1.4875,0.6113241171747509,0.001090253781724268,0.6102338633930267,0.6124143709564751
1.5,0.6139203871442235,0.0011007722236252644,0.6128196149205982,0.6150211593678487
1.5125000000000002,0.6164916070375811,0.0011109300565826626,0.6153806769809984,0.6176025370941638
1.525,0.6190383928403019,0.0011207384079331482,0.6179176544323688,0.6201591312482351
1.5375,0.6215613405058164,0.0011302084232180703,0.6204311320825983,0.6226915489290344
1.55,0.62406102676325,0.001139351238735354,0.6229216755245147,0.6252003780019854
1.5625,0.6265380098863971,0.00114817795868602,0.625389831927711,0.6276861878450831
1.5750000000000002,0.6289928304260739,0.0011566996362010965,0.6278361307898728,0.630149530062275
1.5875,0.6314260119078741,0.0011649272576478961,0.6302610846502261,0.632590939165522
1.6,0.6338380614972169,0.0011728717297073631,0.6326651897675095,0.6350109332269243
1.6125,0.6362294706334615,0.0011805438687929849,0.6350489267646685,0.6374100145022544
1.625,0.6386007156347565,0.0011879543924458353,0.6374127612423107,0.6397886700272023
1.6375000000000002,0.6409522582751848,0.0011951139123955005,0.6397571443627893,0.6421473721875802
1.65,0.6432845463356748,0.0012020329290241452,0.6420825134066507,0.6444865792646989
1.6625,0.6455980141300601,0.001208721827006958,0.6443892923030532,0.6468067359570671
1.675,0.6478930830075816,0.0012151908719363854,0.6466778921356453,0.649108273879518
1.6875,0.6501701618330588,0.0012214502077668313,0.6489487116252919,0.6513916120408256
1.7000000000000002,0.6524296474458747,0.0012275098549360975,0.6512021375909386,0.6536571573008109
1.7125,0.6546719250988614,0.001233379709046069,0.6534385453898154,0.6559053048079074
1.725,0.6568973688781024,0.001239069539992704,0.6556582993381096,0.6581364384180951
1.7375,0.6591063421046133,0.0012445889914629868,0.6578617531131503,0.6603509310960762
1.75,0.6612991977188101,0.0012499475807162738,0.6600492501380938,0.6625491452995264
1.7625000000000002,0.6634762786486144,0.0012551546985862482,0.6622211239500281,0.6647314333472006
1.775,0.665637918162006,0.0012602196096472326,0.6643776985523587,0.6668981377716533
1.7875,0.667784440204784,0.0012651514524935558,0.6665192887522905,0.6690495916572775
1.8,0.669916159724253,0.001269959240095516,0.6686462004841575,0.6711861189643485
1.8125,0.6720333829795156,0.0012746518601888124,0.6707587311193268,0.6733080348397045
1.8250000000000002,0.6741364078390147,0.0012792380756737932,0.672857169763341,0.6754156459146885
1.8375,0.676225524065929,0.0012837265249957507,0.6749417975409332,0.6775092505909247
1.85,0.678301013592,0.0012881257224853849,0.6770128878695146,0.6795891393144854
1.8625,0.6803631507803322,0.0012924440586406334,0.6790707067216916,0.6816555948389728
1.875,0.6824122026776801,0.001296689800337654,0.6811155128773424,0.6837088924780178
1.8875000000000002,0.6844484292567125,0.0013008710909560676,0.6831475581657563,0.6857493003476686
1.9,0.6864720836487116,0.0013049959504123309,0.6851670876982993,0.6877770795991239
1.9125,0.6884834123671489,0.001309072275091387,0.6871743400920576,0.6897924846422403
1.925,0.6904826555225483,0.0013131078376748353,0.6891695476848735,0.6917957633602231
1.9375,0.6924700470290331,0.0013171102868605696,0.6911529367421726,0.6937871573158937
1.9500000000000002,0.6944458148029287,0.0013210871469740346,0.6931247276559547,0.6957669019499026
1.9625,0.6964101809537747,0.0013250458174704255,0.6950851351363043,0.6977352267712451
1.975,0.6983633619680851,0.0013289935723313966,0.6970343683957537,0.6996923555404165
1.9875,0.7003055688861716,0.0013329375593582723,0.6989726313268133,0.7016385064455298
2.0,0.7022370074723385,0.0013368847993666822,0.7009001226729719,0.7035738922717052
2.0125,0.7041578783787333,0.0013408421852882546,0.702817036193445,0.7054987205640216
2.0250000000000004,0.7060683773031298,0.001344816481185988,0.7047235608219438,0.7074131937843158
2.0375,0.7079686951409018,0.0013488143211911623,0.7066198808197106,0.7093175094620929
2.05,0.709859018131439,0.0013528422083699558,0.7085061759230691,0.711211860339809
2.0625,0.7117395279992368,0.001356906513528662,0.7103826214857081,0.7130964345127655
2.075,0.7136104020898865,0.0013610134739680331,0.7122493886159185,0.7149714155638545
2.0875000000000004,0.7154718135011812,0.0013651691921970186,0.7141066443089842,0.7168369826933781
2.1,0.7173239312095382,0.0013693796346162309,0.7159545515749219,0.7186933108441544
2.1125,0.7191669201919325,0.00137365063018382,0.7177932695617487,0.7205405708221163
2.125,0.7210009415435285,0.0013779878690738478,0.7196229536744546,0.7223789294126023
2.1375,0.7228261525911819,0.0013823969013405661,0.7214437556898413,0.7242085494925224
2.1500000000000004,0.7246427070029849,0.001386883135600189,0.7232558238673847,0.7260295901385851
2.1625,0.72645075489401,0.0013914518377418634,0.7250593030562682,0.7278422067317518
2.175,0.7282504429284086,0.0013961081296809705,0.7268543347987276,0.7296465510580895
2.1875,0.7300419144180086,0.0014008569881660824,0.7286410574298425,0.7314427714061746
2.2,0.7318253094175509,0.001405703243652355,0.7304196061738986,0.7332310126612032
2.2125000000000004,0.7336007648166973,0.0014106515792508118,0.7321901132374465,0.7350114163959481
2.225,0.7353684144289377,0.0014157065297688983,0.7339527078991689,0.7367841209587066
2.2375,0.7371283890775165,0.00142087248084844,0.7357075165966681,0.738549261558365
2.25,0.7388808166784948,0.0014261536682140033,0.7374546630102808,0.7403069703467088
2.2625,0.740625822321059,0.0014315541770424248,0.7391942681440166,0.7420573764981014
2.2750000000000004,0.742363528345183,0.0014370779414584211,0.7409264504037246,0.7438006062866415
2.2875,0.7440940544167433,0.0014427287441695466,0.7426513256725737,0.7455367831609128
2.3,0.7458175176001833,0.0014485102162447555,0.7443690073839386,0.747266027816428
2.3125,0.7475340324288242,0.0014544258370444416,0.7460796065917797,0.7489884582658687
2.325,0.7492437109729049,0.001460478934307937,0.747783232038597,0.7507041899072128
2.3375000000000004,0.7509466629054392,0.0014666726844028608,0.7494799902210364,0.752413335589842
2.35,0.7526429955659732,0.0014730101127414387,0.7511699854532318,0.7541160056787147
2.3625,0.7543328140223168,0.0014794940943657652,0.752853319927951,0.7558123081166825
