T,R,Ncfg,Veff,err_pyerrors,dd_err_pyerrors,relative_err_percent,S,status,Veff_jackknife_central,err_Veff_jackknife,relative_err_jackknife_percent,n_valid_jackknife,status_jackknife,ratio_pyerrors_over_jackknife
1,0,100,0.010267105774200373,0.00015697909661821778,3.681486143704668e-05,1.528951781257398,2.0,ok,0.0102671057742003,0.0001223495548953,1.191665475998187,100,ok,1.2830377417600893
1,1,100,0.4983495968789391,0.00024050848857567334,5.6404240259332575e-05,0.048260997918314466,2.0,ok,0.4983495968789391,0.0001911920778645,0.0383650511733091,100,ok,1.2579417058594051
1,2,100,0.7271364170840251,0.0004278082887642124,0.00010032993699013774,0.05883466688132834,2.0,ok,0.7271364170840251,0.0003302425006522,0.0454168561625001,100,ok,1.2954368014998934
1,3,100,0.8700035749606094,0.0007335438500077997,0.0001720312817299069,0.08431503859521633,2.0,ok,0.8700035749606094,0.0004880410213895,0.0560964386165499,100,ok,1.5030372814140283
1,4,100,0.9793979278410692,0.0010076652162662487,0.00023631844055005486,0.10288619034425468,2.0,ok,0.9793979278410692,0.0007010661245616,0.0715813363120961,100,ok,1.4373326294953634
1,5,100,1.0752158932774676,0.0013337440841668035,0.0003127907135973621,0.12404430519542374,2.0,ok,1.0752158932774676,0.0009280704473657,0.0863147999549002,100,ok,1.4371151327494545
1,6,100,1.166444534385764,0.0016954505553334314,0.00039761840023686565,0.14535200820553684,2.0,ok,1.166444534385764,0.0011531124144163,0.0988570292391613,100,ok,1.4703254722928816
2,0,100,0.002934579360501857,0.00015848475312294226,3.36196930943725e-05,5.400595235422053,2.0,ok,0.0029345793605018,0.0001149311071444,3.9164422912315935,100,ok,1.3789543758925182
2,1,100,0.4848101582831369,0.0002710599281844814,6.356918795065493e-05,0.055910529833860884,2.0,ok,0.4848101582831369,0.0001742270519925,0.035937170254345,100,ok,1.5557855401017162
2,2,100,0.7095782988420127,0.0003653312749643423,5.776394646902856e-05,0.051485688832443165,2.0,ok,0.7095782988420127,0.0003583214325553,0.0504978003329686,100,ok,1.0195630006250338
2,3,100,0.8499716214870996,0.0009543445106369486,0.00022381362664962613,0.11227957340119656,2.0,ok,0.8499716214870996,0.000661915256658,0.0778749831082505,100,ok,1.4417925875517954
2,4,100,0.9570746559150238,0.00127852593699407,0.00023919030081679687,0.13358685543414775,2.0,ok,0.9570746559150238,0.0010668565091045,0.1114705631907597,100,ok,1.198404777102819
2,5,100,1.0524017949058337,0.0016806598355176773,0.0003144226644109498,0.1596975455242414,2.0,ok,1.0524017949058335,0.0015145028387342,0.1439091843120403,100,ok,1.1097105878800129
2,6,100,1.1402634426734766,0.00280860783451596,0.00059579569364397,0.24631218799147514,2.0,ok,1.1402634426734766,0.002162673852291,0.1896644030979691,100,ok,1.2986737836316367
3,0,100,0.0010385735598274913,0.00011966234396226276,1.8920277853762403e-05,11.521797645430032,2.0,ok,0.0010385735598274,0.0001173667809472,11.300767272252967,100,ok,1.019558881964186
3,1,100,0.4810381914553206,0.00022279027282472882,2.728612440380195e-05,0.0463144666644253,2.0,ok,0.4810381914553206,0.0002206263031785,0.0458646126435476,100,ok,1.0098083030674636
3,2,100,0.7038813865260903,0.000843309227250349,0.0001788929019677727,0.11980842843598771,2.0,ok,0.7038813865260903,0.0006284748083751,0.0892870333561318,100,ok,1.341834574771097
3,3,100,0.8447523480468945,0.0012145752243387922,0.00014875447769282244,0.14377885153523928,2.0,ok,0.8447523480468945,0.0012027875776028,0.1423834547940238,100,ok,1.0098002730951756
3,4,100,0.949178495950437,0.0014698099533378846,0.00023239735900667605,0.15485074299603954,2.0,ok,0.949178495950437,0.0014414950798463,0.1518676503941352,100,ok,1.0196427125471728
3,5,100,1.045138135706251,0.0026167546375476447,0.0004895499659477556,0.2503740460852455,2.0,ok,1.045138135706251,0.0023713715965154,0.2268955189270717,100,ok,1.1034772624386753
3,6,100,1.1211821112889826,0.005600594638292193,0.0011880655342240286,0.4995258648796485,2.0,ok,1.1211821112889826,0.0044316226496174,0.3952634103769779,100,ok,1.2637796764523068
4,0,100,0.0005046669761230306,0.00012118764550381238,1.4842394730681617e-05,24.013389272031258,2.0,ok,0.000504666976123,0.0001200109661426,23.780229700100023,100,ok,1.0098047653396458
4,1,100,0.4800775303771847,0.00042525259074768627,9.020969719045099e-05,0.08857998215696038,2.0,ok,0.4800775303771847,0.0003435246861397,0.0715560850910644,100,ok,1.2379098443444914
4,2,100,0.7025289587681101,0.0011841416060858843,0.00022153260936988038,0.16855413450319337,2.0,ok,0.7025289587681101,0.0011505728444705,0.1637758600710373,100,ok,1.029175694330621
4,3,100,0.8422977280467685,0.0033064740868864978,0.0007014090745965121,0.39255407877615767,2.0,ok,0.8422977280467685,0.0024119444080777,0.2863529519034697,100,ok,1.3708749156128894
4,4,100,0.9467271472223386,0.004636883893293735,0.0005678999767549766,0.4897803878232683,2.0,ok,0.9467271472223386,0.0045922085413533,0.4850614619879338,100,ok,1.009728511137534
4,5,100,1.027266832551244,0.0068975881532072885,0.0008447785715612007,0.6714504873166155,2.0,ok,1.027266832551244,0.0068300267474412,0.664873675564772,100,ok,1.0098918215498056
4,6,100,1.1166084281950515,0.011993838002406151,0.0014689391581748472,1.0741310650676053,2.0,ok,1.1166084281950517,0.0118797223170831,1.063911216959576,100,ok,1.0096059219464206
5,0,100,0.00037733576988433675,0.00016584060597390172,3.889306959393281e-05,43.95040682857504,2.0,ok,0.0003773357698843,0.0001114427122101,29.534096977962783,100,ok,1.4881242809421833
5,1,100,0.47892349328476536,0.0006788296203586759,0.0001440015083477728,0.1417407226575639,2.0,ok,0.4789234932847653,0.0005050504791428,0.1054553569044787,100,ok,1.3440827172579335
5,2,100,0.7000260172165294,0.00230892416277318,0.00028278430267885703,0.3298340498763194,2.0,ok,0.7000260172165294,0.0022866605057486,0.3266536456517596,100,ok,1.0097363193917985
5,3,100,0.8491329104029447,0.0061826162597663145,0.0009775574639826398,0.7281093670992491,2.0,ok,0.8491329104029447,0.0060633417662918,0.7140627447138465,100,ok,1.0196714119163797
5,4,100,0.9334382018097038,0.011563539912055179,0.0014162386202421526,1.2388115131388837,2.0,ok,0.9334382018097038,0.0114518571449028,1.226846846711499,100,ok,1.0097523716668164
