r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
5,6,-2,-6,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.0040955069988538465,0.003286978500843816,0.0025690219020381134,0.0032904061212417116,0.003332264450441573,0.0021361598271621464
5,6,-2,-5,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.0031533858889022603,0.004058846616478804,0.003760637980739925,0.003523311078551702,0.0003036260459165052,0.0025268531316346137
5,6,-2,-4,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.00151402453770064,0.0038141030106900098,-0.001705934511668683,0.00344277865541679,-0.00160997952468674,0.0023921118666219657
5,6,-2,-3,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.003089746435931748,0.003486429129916639,0.006078992308803404,0.003575399119902368,0.0014946229364362074,0.002463398033425042
5,6,-2,-2,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.0011835311017222127,0.003472629553544696,-0.0009797356072735242,0.002965452468990093,0.00010189774722159095,0.002204408909322384
5,6,-2,-1,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.0071236124798884195,0.003448847995213295,-0.0009863836091647293,0.003878054988065933,0.0030686144353580993,0.0026517505089881216
5,6,-2,0,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.003993958145251606,0.003658358096533401,-0.006833441620793752,0.002931759524088188,-0.005413699883024421,0.002256324616012548
5,6,-2,1,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.0057499288335636466,0.0035606504075227584,0.0006583343231447381,0.0034719556783588206,-0.0025457972552106202,0.002606610722544028
5,6,-2,2,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.0012666275297370454,0.0031325252162855794,-0.0034168211219293785,0.0037421178145216924,-0.001075096796098627,0.00236224808305997
5,6,-2,3,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.0005225054941786289,0.002968944033329922,-0.009240380993159953,0.0034801179755568745,-0.004881443243671029,0.0023041855004897016
5,6,-2,4,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,-0.00048528547461720753,0.0037943863578569683,-0.006990041105232838,0.0037702174836398714,-0.0037376632899274666,0.002706750000466764
5,6,-2,5,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.0003673889590195745,0.0033691941934855803,-0.004421661141835597,0.003449652889847743,-0.0020271360914066562,0.0026114958482761886
5,6,-2,6,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.000645086990117385,0.0037080217514256,-0.0042873674446388095,0.0031960138351960527,-0.0018211402272655275,0.0024804751540485675
5,6,-1,-6,0,100,3,1.8883551476615014e-10,2.4026913241880597e-12,0.003457708545732292,0.00398471476660071,-0.0033509592736307202,0.003630120124817625,5.337463604899062e-05,0.002557428840042937
