r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
4,6,1,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004589748221823724,0.0016507319341668985,-0.0021044124815175814,0.0019976681608714435,-0.003347080351670213,0.0014011942267015182
4,6,1,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002387553038971557,0.0018429334281382442,-0.001888374515446305,0.0017814560607998622,-0.002137963777211982,0.0012886105929734311
4,6,1,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002729548177977803,0.001852408659737664,-0.0016462606726371498,0.001964208331100907,-0.002187904425309639,0.001394516884366871
4,6,1,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.001189087471985164,0.0020207614212055954,-0.0001485601084466226,0.0020151336903608103,-0.0006688237902188154,0.0014224690700302793
4,6,1,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.005387871123819325,0.002055714530233413,-0.004494960474852614,0.0016871037410791402,-0.004941415799339226,0.0012759006588447047
4,6,1,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.009039133005203301,0.0019215128312694862,-0.006857887097025259,0.002156002320433776,-0.007948510051118263,0.0015283418086435331
4,6,1,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.02966814533539628,0.002014668433904611,-0.006380223414966877,0.0018866571249361065,-0.018024184375186048,0.0013644936115979277
4,6,1,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.009489977619591796,0.0020630996403578545,-0.004746073143222742,0.0017224365239660957,-0.00711802538141042,0.0014185389548131
4,6,1,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004610632291126613,0.0019454730318972677,-0.0014608046251770967,0.0017782957294231545,-0.003035718458151877,0.001292205690320567
4,6,1,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0028397653864837523,0.002014046368403098,0.0011171329683567954,0.0018323845026695647,-0.0008613162090651016,0.0013243150340833307
4,6,1,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.003061624327122112,0.0020081630535651626,-0.003980573482631147,0.0019627387167260655,-0.0035210989048795184,0.0014824542103808358
4,6,1,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002775255254201008,0.0019594391325746803,-0.0024030368759650677,0.0018538439605574166,-0.0025891460650844934,0.0014512014390928585
4,6,1,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.00011568643297122261,0.0018887809406138252,-0.001637833622975804,0.0018941559323725219,-0.0007610735950056946,0.0012624754532372508
4,6,2,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0020262257836349716,0.0018661699553061456,-0.001538317469620145,0.002013340524349571,-0.0017822716266305894,0.0014102920819389843
4,6,2,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0003663429860545708,0.0019996989714951216,-0.00022524811239760467,0.00211764474434502,7.054743682513465e-05,0.0015629189987253782
4,6,2,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.00201373840979046,0.0018795382931034242,-0.001661889888905208,0.0020673828665710315,-0.0018378141493489242,0.0013369563918700642
4,6,2,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0014061414195620703,0.002020825075880739,-0.001055228873106646,0.0018468560290861849,-0.0012306851463335345,0.0013174551063749804
4,6,2,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.003919759267370113,0.0017731322741989792,-0.003447325909468828,0.0021688208871620913,-0.003683542588422253,0.0014065901087784664
4,6,2,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.010363650235930711,0.001898992138568058,-0.00258898966310944,0.002122247981790351,-0.006476319949521003,0.0014313573414541484
4,6,2,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.013444453811797683,0.0018389475235359204,-0.006667270320394341,0.0019647940509002985,-0.010055862066098455,0.0012835716923653266
4,6,2,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.005033836087055843,0.0016632824603516733,-0.005351419508640676,0.0019917213597714545,-0.00519262779784936,0.0013741466362321823
4,6,2,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004615981816159684,0.001884949938894787,-0.0012712908060248495,0.0018880091737910702,-0.0029436363110915153,0.0012703056640301807
4,6,2,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.00018972521574066813,0.0020126464011924776,-0.0013563782055081419,0.001910302503323035,-0.0007730517106231693,0.0014703071653322847
4,6,2,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004276635234249224,0.0018869805955036478,-0.002108099097154921,0.0018745091157296723,-0.003192367165705503,0.0012998640391196222
4,6,2,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0012323640740543684,0.0018278704831923096,0.0022420604618278374,0.002002340759961867,0.0005048481938881077,0.0013998751640986933
4,6,2,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0020702767329676907,0.002048015729050323,-0.000895138983649868,0.0021487548882447383,0.0005875688746550512,0.0015392615130261906
4,6,3,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.001450398212302011,0.0018890835811786245,-5.870104536809473e-05,0.0019052746129275436,-0.0007545496288344489,0.0014447815535260395
4,6,3,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0028270215932439348,0.0018741608502181202,0.004534055821150011,0.0019823713030306766,0.0036805387071969274,0.0013757986840142176
4,6,3,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0012494268867055802,0.0020831938900194736,-0.0009060027065009013,0.0019939691783005175,0.00017171209009926081,0.0015512173682974558
4,6,3,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0025100833577979143,0.001884840197243207,0.0007896930883802767,0.0021672584094754263,-0.0008601951347105108,0.0013865596023851679
4,6,3,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0040889088248832264,0.0017559257056358986,0.00081997119872808,0.001957266462054423,-0.001634468813081078,0.0012758631433518765
4,6,3,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.010279502769801935,0.0017117498185747384,-0.006503877806748441,0.001953835033626944,-0.00839169028827614,0.0012892411745110987
4,6,3,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.027669458134835238,0.00179041258224657,-0.0074712974985395395,0.0018391173744892128,-0.017570377816689537,0.0013274027589184442
4,6,3,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.008367904583292576,0.002145587351777853,-0.008058399925307293,0.001976411346069208,-0.008213152254302419,0.0014378721838151387
4,6,3,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0027686925209745293,0.0017090056476900962,-0.0007969645823889459,0.0019293674287748429,-0.0017828285516850052,0.0013520472450979893
4,6,3,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0005192862248427522,0.0018736070747980582,-0.0017276966647973668,0.002137162083752507,-0.00112349144482073,0.0013892303429263533
4,6,3,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.00020134182051195548,0.0020411828074157223,-0.0008350175009056859,0.001803738037960023,-0.0005181796607096633,0.001417902940533804
4,6,3,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.001402019094776994,0.0016482320333179254,0.0015462734781514164,0.0019224622415726686,7.212719168579351e-05,0.0010767214479010861
4,6,3,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0014991961858454928,0.002023583745851658,-0.002034388434945276,0.0018546381969300476,-0.0017667923103971738,0.0014943712458313286
4,6,4,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.001024078245159552,0.0020604383489316374,-0.0011755198164542823,0.0019411757980095316,-7.572078564531904e-05,0.001508417803518208
4,6,4,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0029093616757424456,0.002188314936629383,0.0009872781838016187,0.0021629253173909664,0.0019483199297701814,0.0015868166558031093
4,6,4,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.000551780355275966,0.0020697829281873647,-0.0008933807789660486,0.0016878704096942344,-0.00017080021184610495,0.0012546460396100781
4,6,4,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.003331559225861409,0.0016148357538732102,0.002877520994143068,0.0018740796919316134,-0.00022701911585786715,0.001281426209413474
4,6,4,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0028077641201556757,0.0016936801924729344,-0.0014912969135905318,0.0019629613967338004,-0.0021495305168724734,0.0013558645045495077
4,6,4,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.010836532069730842,0.0018528758465038697,-0.005668127527856881,0.002110471743439364,-0.008252329798797076,0.0013709582725091817
4,6,4,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.01664364059209245,0.001889902315475699,-0.0043472143970122576,0.00211762841083877,-0.010495427494556467,0.0015156910888896495
4,6,4,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.012891464081239517,0.0019085686826574395,-0.0037828507325999073,0.001944237273894408,-0.00833715740692317,0.0014540843328335307
4,6,4,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002546073837845426,0.0020385730058721523,-0.0002441523738824025,0.002033755447098123,-0.0013951131058687104,0.0013667229148291529
4,6,4,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0010895996532359242,0.0017273800060237678,-0.0019871827221317083,0.002233719819490863,-0.00044879153444901345,0.001511099172752735
4,6,4,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0018160423243902702,0.002156285167355317,-0.0007361778096828342,0.0020416828223691016,-0.001276110067039058,0.0015123427964324138
4,6,4,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.000136582821421225,0.001784418396347929,-0.00045607085443539975,0.0018253393790877478,-0.00029632683792765404,0.001217692309437639
4,6,4,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004688072709377446,0.001762531431412611,-0.004910464851957969,0.00180249534892427,-0.0047992687806702825,0.00129890781355609
4,6,5,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,7.15394253890711e-05,0.0019764898558417986,0.00047496723458579694,0.002188867583968459,0.0002732533299836537,0.0013652994488656436
4,6,5,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.00019042648041064147,0.0019102109491243389,0.0032937735773874667,0.0018918302616844573,0.0015516735484852884,0.0014735632575651435
4,6,5,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0002563364862759543,0.0020010790417011757,-0.0011235500292832868,0.0020147415666432853,-0.00043360677150752866,0.0014800166304410243
4,6,5,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.004380141917224269,0.0019469452482351005,0.0014554381757195035,0.0019860297133857353,-0.0014623518707526984,0.0013999370863906836
4,6,5,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0014027933227936783,0.001827204033705123,0.0019087340583610545,0.0020928385450669643,0.0016557636905759176,0.001480887549586999
4,6,5,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0028359072084276106,0.0021800842445436354,-0.002452607941991671,0.0020588753030823716,-0.0026442575752102025,0.0014518174569841604
4,6,5,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.011028836837999545,0.0021061276593704477,-0.0020171385747273086,0.001902605819576366,-0.006522987706364369,0.0013694164383922897
4,6,5,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002656868898162934,0.0020711753883480306,-0.0023868019532988626,0.0019491228930651925,-0.0025218354257344113,0.0014210985844034553
4,6,5,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.003350308295277813,0.0018922340965617985,0.0019393990017878338,0.0018399528179410003,-0.0007054546467465928,0.001337027568976421
4,6,5,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0014736573334371617,0.0017602027787042617,0.0015189303330710535,0.0021845408126372518,2.263649981484539e-05,0.0014540216282058578
4,6,5,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0011213536972053517,0.0020717054289220442,0.002304138081732017,0.0019845708890609045,0.0017127458894645154,0.001410478470983392
4,6,5,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0006710419518275778,0.0017771169544002325,0.0011391468589968712,0.0017326493416590283,0.0009050944054106158,0.001209016698325108
4,6,5,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0024565282158522496,0.002041497216610327,-0.0025881215470381336,0.0018347490108519948,-0.002522324881446747,0.0014677269749325608
4,6,6,-6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.00022728128417325743,0.002090779871540101,0.0002927249082815697,0.0019091401686187114,0.0002600030962254607,0.0013456777248260284
4,6,6,-5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.0010265189810588348,0.001976543536061513,-0.0018844999587075484,0.0018733545945994227,-0.00042899048882506064,0.001350856185737725
4,6,6,-4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0018763613309836847,0.0017876394046207806,0.0018008451074852739,0.0018136778032622554,-3.775811175177557e-05,0.001232500391618631
4,6,6,-3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0012004901216935316,0.0017591982715008724,0.0012149066088988092,0.002095760942407938,7.20824359830452e-06,0.001419587679799466
4,6,6,-2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.00023558138173315423,0.0020349205794812607,0.0004167659572318017,0.001783559193366269,0.00032617366948360036,0.0013027902147141352
4,6,6,-1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0006970183421269094,0.001887239656239731,0.0017349830571670966,0.0019473830560900168,0.0005189823575175678,0.0014784700721028068
4,6,6,0,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.002155677422245048,0.0019142272878211154,-0.00018344890848046803,0.0020803372134047854,-0.0011695631653654592,0.0014665771162504543
4,6,6,1,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.000185440906595411,0.0020007426051710563,-0.005314174971941445,0.0018980638686940884,-0.0025643670326765023,0.001288218519985792
4,6,6,2,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.00319459846906756,0.0018524494132185151,0.00014738055397641058,0.0019274529800153576,0.0016709895115198626,0.0012991941751213322
4,6,6,3,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,0.00025712836394569115,0.001927032206281494,0.0010694330900306692,0.0019836449733006685,0.0006632807269845942,0.0012959800115215278
4,6,6,4,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0009348485435154186,0.0019121374748370923,-0.0007974326802494481,0.002065310028067196,-0.0008661406118866143,0.0012709219626559863
4,6,6,5,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0005549339549487308,0.0020892817046383946,0.0004358789014833797,0.0017787288534067075,-5.9527526737011004e-05,0.001407040309265708
4,6,6,6,0,100,3,3.8687203188536963e-10,2.8743703802327064e-12,-0.0005605553900267157,0.002056732776394945,0.0003293557409527814,0.0016856470741000533,-0.00011559982453865247,0.0013316366581728044
