r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
6,4,-2,-6,0,100,3,8.826051906680185e-10,3.74865411887431e-12,0.00031689389105271637,0.0006236546967103246,-0.0018290982852952054,0.0006333082995293155,-0.0007561021971227056,0.0004507575242472553
6,4,-2,-5,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.00012303253976045703,0.0006312403280803209,-0.0006721210142843348,0.0006258034258917582,-0.0003975767770263583,0.0004539207509249156
6,4,-2,-4,0,100,3,8.826051906680185e-10,3.74865411887431e-12,0.0003808451064230933,0.0006528478900971961,-0.0005983575285426057,0.000701890126008696,-0.00010875621106336108,0.000527374091935676
6,4,-2,-3,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-9.119086130700005e-06,0.0006330682256142527,-7.594890205901094e-05,0.000574951296268987,-4.2533994099498426e-05,0.0004379967006156284
6,4,-2,-2,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.0010533876659928154,0.0005512277913719379,-0.0008519677217829291,0.0006766925674354082,-0.0009526776938929471,0.0004618402224038411
6,4,-2,-1,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.001264563692985996,0.0006571080547393028,0.0003803589072679836,0.0006339043795561918,-0.0004421023928612344,0.00048274803299614745
6,4,-2,0,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.002123144250846587,0.0005779954064103718,-0.00016885302182356287,0.0007163941112490881,-0.0011459986363382146,0.0004790410294543705
6,4,-2,1,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.002551585571552506,0.0006361276382442705,-0.001076725593814789,0.0006521018321045188,-0.0018141555826841759,0.0004856423825645067
6,4,-2,2,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.000633600032840429,0.0005677961246235439,-0.00015844634995209272,0.0006397028928593647,-0.0003960231914026968,0.00036745907197926374
6,4,-2,3,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.0008629446643908478,0.0006473406657528768,-0.0008384288877089308,0.0007208556633433008,-0.0008506867760546389,0.0004980141550411796
6,4,-2,4,0,100,3,8.826051906680185e-10,3.74865411887431e-12,0.0008263849495536558,0.0006827777884829676,-0.00172757624148695,0.0006222581652561629,-0.00045059564597136557,0.00047956663993645887
6,4,-2,5,0,100,3,8.826051906680185e-10,3.74865411887431e-12,0.0014104899601982024,0.0005970404026325515,-0.00011684590563555197,0.0006314821505765065,0.000646822027278473,0.00040249381732333463
6,4,-2,6,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.0002838187704815875,0.0006569776721694607,0.00018640320673973587,0.0007098416222298906,-4.870778187089364e-05,0.0005116800966095036
6,4,-1,-6,0,100,3,8.826051906680185e-10,3.74865411887431e-12,-0.00041474029627017075,0.0007273867013895978,-0.0012040430138518898,0.00061093658983376,-0.0008093916550603275,0.0004436352145184
