r,tau,dx,dy,dz,ncfg,naxis,L_Re_mean,L_Re_err,rho_E2_mean,rho_E2_err,rho_B2_mean,rho_B2_err,rho_S_mean,rho_S_err
5,4,-2,-6,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,0.0003859613401066997,0.0004412162960016417,-0.00036353988791497203,0.0004216191048439445,1.1210726094474931e-05,0.00030845445316321734
5,4,-2,-5,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.00014064662733477063,0.00037275766560913696,-1.6504162773718356e-05,0.00044519283400529567,-7.857539505818911e-05,0.0002771226701052123
5,4,-2,-4,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0010512610902272534,0.0004480052341064906,-0.0012637812488069233,0.0004467537303911887,-0.0011575211695209542,0.00031694724776136057
5,4,-2,-3,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.00020114954249547345,0.00044137518222969106,-0.0006824287214971192,0.000425734316309973,-0.00044178913200153546,0.0003358369190705528
5,4,-2,-2,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0007700160534666911,0.00045955511225385216,-0.0009978489688593228,0.0003697542374357048,-0.0008839325111670626,0.00029879157215374606
5,4,-2,-1,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0011391956960805794,0.00039976136424299123,-0.0007144873870581047,0.0004744535162756703,-0.0009268415415737308,0.0003188018017854329
5,4,-2,0,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0023865445031617982,0.0004073327377928193,-0.001413410394208381,0.00038424015272870663,-0.0018999774486893183,0.00029130765054203976
5,4,-2,1,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0016737096947179774,0.0004642523333182757,-0.0013786798608204887,0.000463260515065972,-0.0015261947777727824,0.0003393041707690397
5,4,-2,2,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0011205738630617069,0.0004784271871683219,0.00018352508251858967,0.0004827298996459287,-0.0004685243902733505,0.00034525126594427694
5,4,-2,3,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0007816780940770852,0.00040819089972339654,-0.00046083585286351705,0.00043293057299707794,-0.0006212569734751972,0.0003139561988692639
5,4,-2,4,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-2.5772254015916652e-05,0.00043640434097546904,-0.00030326294111038266,0.0004609104071417982,-0.00016451759756484164,0.0003083596490328076
5,4,-2,5,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,0.0003033656374585103,0.00043704462901755374,0.00018008493556366469,0.00042479004535929486,0.0002417252865045305,0.00030694422731232415
5,4,-2,6,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.00011533170232589817,0.0005002473937358822,-0.0009379946952922724,0.00043954608676393276,-0.0005266631988104265,0.0003170084299436453
5,4,-1,-6,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-6.090429874140657e-05,0.0004402599260430427,0.0006009807360448627,0.00040144661447291083,0.00027003821864659774,0.0003192149104618661
5,4,-1,-5,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0009213802323235898,0.0004127309428404629,0.0012081621303923118,0.0004827642943651037,0.00014339094902964477,0.0003051117410645896
5,4,-1,-4,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.00025455099185477836,0.000494838826042897,-0.0011336988678049109,0.0005008210131716513,-0.0006941249298344098,0.000366651561723168
5,4,-1,-3,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0003337921863333948,0.00046801164974382407,-0.0010522983641232076,0.00042646181440782264,-0.0006930452752321581,0.0003231247506325905
5,4,-1,-2,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0016994961622145755,0.0004865769291446858,-0.001530609801482572,0.0004025217992599708,-0.0016150529818510751,0.0003082392456878982
5,4,-1,-1,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0037251554857855563,0.0004070435704618435,-0.002423504233829179,0.0004197532276488492,-0.0030743298598096967,0.00028023009819708807
5,4,-1,0,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.010278368592195719,0.00044368514523668317,-0.003229643662226347,0.00046582633766432995,-0.006754006127211743,0.00033949964063392926
5,4,-1,1,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0031433886734652215,0.00044701211023231654,-0.0028282871187014693,0.0004552146929867483,-0.0029858378960877863,0.00031721139310709855
5,4,-1,2,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0018685212800294915,0.0004316890445280071,-0.0009520706912937315,0.0004436648938676962,-0.0014102959856660835,0.0003091985840894891
5,4,-1,3,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.00035830215619204743,0.00043574881031224316,-0.0009916360936957956,0.000465423662159576,-0.0006749691249467849,0.00031822223617465313
5,4,-1,4,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0007026125524159466,0.0004323211297457028,-0.00027775869095583386,0.0003670123342917719,-0.0004901856216894651,0.00028282622669262774
5,4,-1,5,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,0.000715007750776222,0.0004847420629110077,-3.828856994893437e-05,0.0004266712873253318,0.00033835959040898753,0.0003034242463873227
5,4,-1,6,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-2.4346879505932063e-05,0.00043606791446468247,-0.00019880600735999954,0.0003867689334872551,-0.00011157644343481765,0.00030068453973126794
5,4,0,-6,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0006771483890124563,0.00044985099087728155,0.00016137031469332542,0.0003946406064003287,-0.00025788903716459364,0.0003130927241370346
5,4,0,-5,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-7.809784107981832e-05,0.00047807060560352293,-0.00047192476322267975,0.000493535562358654,-0.00027501130215672464,0.0003470119966971666
5,4,0,-4,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0006120321322273048,0.0004773052315285468,-0.0005692345536814436,0.00045802590839270153,-0.0005906333429600763,0.0003222373248470806
5,4,0,-3,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.0012028479573196393,0.0004355462535643192,-0.0016754472957806743,0.000408898618921845,-0.0014391476265523551,0.0003173472789216591
5,4,0,-2,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.003528674654669588,0.0004361167099003444,-0.0024137772491014363,0.00043703974236726343,-0.0029712259518874773,0.0003162892542794743
5,4,0,-1,0,100,3,1.5061377002393884e-09,4.757082262907005e-12,-0.014432649793374391,0.0004277340633151489,-0.005209139951004313,0.0004404645453830204,-0.009820894872192289,0.0003209097817458068
