basis,basis_profiles,basis_size,radius,tau_ref,antihermitian_residual,diagonal_min,diagonal_max,metric_eval_1,metric_eval_2,metric_eval_3,metric_condition,central_metric_status,central_metric_valid,jackknife_metric_valid,jackknife_total
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,1,1,0.00044428683107043107,3.7888882242099614e-20,1.9043604168755014e-08,0.18955626987576546,1.810443730124235,nan,9.550956722828497,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,1,2,0.001677886528577841,1.9201328197793102e-20,1.155976464075183e-08,0.08161910195393501,1.918380898046065,nan,23.504067701318004,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,1,3,0.002301599463351018,9.46544135140118e-21,7.094106640880324e-09,0.004824055666620086,1.99517594433338,nan,413.5889140208191,ok,1,96,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,2,1,0.000983292512397639,3.0012286670961714e-20,1.4006489349985416e-08,0.20768233561141586,1.7923176643885843,nan,8.630092006197875,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,2,2,0.0017064461219619598,1.1556581910525066e-20,6.762619739619349e-09,0.08161301793583603,1.9183869820641637,nan,23.50589440979128,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,2,3,0.00570483460148031,4.561583200399037e-21,3.3144703836719628e-09,0.00815222293734369,1.9918477770626573,nan,244.33185799402077,ok,1,96,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,3,1,0.00106744640947194,2.5619566046580823e-20,1.1019250913040914e-08,0.22204287440382042,1.7779571255961797,nan,8.007269453568146,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,3,2,0.005580272852729779,8.320089999226028e-21,4.609852127993521e-09,0.08514667843172469,1.9148533215682755,nan,22.488878683667156,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,3,3,0.00010547040883082015,2.755926188288237e-21,1.969563839110231e-09,-0.0007711319907851566,2.000771131990785,nan,inf,non_positive,0,25,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,4,1,0.0009878496953099568,2.2477817820662145e-20,8.731526632052181e-09,0.23930693532088715,1.7606930646791132,nan,7.357467773836961,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,4,2,0.00961753861977241,6.2196088738889375e-21,3.282801913167826e-09,0.07948639911194244,1.9205136008880577,nan,24.16153734909234,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,4,3,0.002067107784802869,1.8570696567759153e-21,1.2644243499894046e-09,-0.014676950656022147,2.014676950656022,nan,inf,non_positive,0,1,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,5,1,0.00015759857488264567,1.993316747319641e-20,6.8586305365767025e-09,0.25672669972423684,1.7432733002757628,nan,6.790385659724138,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,5,2,0.014851872354983607,4.7097916559051405e-21,2.3495609680462522e-09,0.07906784524569221,1.9209321547543077,nan,24.294732565245468,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,5,3,0.009228080175083355,1.2892590748654662e-21,8.274554469591853e-10,-0.011882365515567872,2.011882365515568,nan,inf,non_positive,0,1,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,6,1,0.00030432127034014385,1.7656737019927492e-20,5.305039847031791e-09,0.27313769173022134,1.7268623082697787,nan,6.322314204717686,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,6,2,0.013753579339086212,3.524267994025319e-21,1.6477403459604507e-09,0.07314023289032923,1.9268597671096706,nan,26.344731086636237,ok,1,100,100
sigma001_sigma005,sigma=0.0100|sigma=0.0500,2,6,3,0.017667836633893583,9.593360882659898e-22,5.330817415495043e-10,-0.003017659732614475,2.0030176597326146,nan,inf,non_positive,0,16,100
sigma001_constant,sigma=0.0100|constant,2,1,1,0.0003550178837270874,3.7888882242099614e-20,1.0268488085891265e-07,0.2055704217707518,1.7944295782292483,nan,8.729026105858566,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,1,2,0.002061584224961596,1.9201328197793102e-20,6.251070896656368e-08,0.08731365154343113,1.9126863484565688,nan,21.905925529928957,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,1,3,0.00279491860695209,9.46544135140118e-21,3.8398523433440446e-08,0.008843132231132866,1.9911568677688671,nan,225.16420830606376,ok,1,97,100
sigma001_constant,sigma=0.0100|constant,2,2,1,0.0007502142047517145,3.0012286670961714e-20,7.524935290765588e-08,0.2253581659375421,1.7746418340624577,nan,7.874761611941317,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,2,2,0.0025500559588643207,1.1556581910525066e-20,3.645865781825306e-08,0.08853500579052281,1.911464994209477,nan,21.589934705963376,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,2,3,0.005725646493083508,4.561583200399037e-21,1.7886496003197114e-08,0.01289764052851533,1.9871023594714847,nan,154.0671222056631,ok,1,98,100
sigma001_constant,sigma=0.0100|constant,2,3,1,0.000636787725904048,2.5619566046580823e-20,5.886078993256933e-08,0.241430872812889,1.7585691271871111,nan,7.283944703086988,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,0.007299093309845028,8.320089999226028e-21,2.4719029148722942e-08,0.09291499905644834,1.9070850009435523,nan,20.52504999526446,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,3,3,0.0033109078926105615,2.755926188288237e-21,1.0571344778794105e-08,0.002844524224395184,1.9971554757756045,nan,702.1052795569877,ok,1,82,100
sigma001_constant,sigma=0.0100|constant,2,4,1,0.0003748866114914681,2.2477817820662145e-20,4.627384159111624e-08,0.2605940536361336,1.7394059463638658,nan,6.674772206401115,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,0.012461429255098938,6.2196088738889375e-21,1.7464442552262532e-08,0.08807557642306241,1.9119244235769375,nan,21.707770771697202,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,4,3,0.001650732327198067,1.8570696567759153e-21,6.7276381021410374e-09,-0.011314787983798313,2.0113147879837983,nan,inf,non_positive,0,2,100
sigma001_constant,sigma=0.0100|constant,2,5,1,0.0010434934335055459,1.993316747319641e-20,3.597518386014738e-08,0.2800558986609524,1.7199441013390477,nan,6.141431441232686,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,0.019452429500989524,4.7097916559051405e-21,1.2382118387483979e-08,0.08861713130222487,1.9113828686977752,nan,21.568999589696567,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,5,3,0.009048462473268052,1.2892590748654662e-21,4.36524082585618e-09,-0.00980027039141984,2.0098002703914197,nan,inf,non_positive,0,4,100
sigma001_constant,sigma=0.0100|constant,2,6,1,0.0005959837032793899,1.7656737019927492e-20,2.7461691664953258e-08,0.29891714578882445,1.7010828542111756,nan,5.690817265507202,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,6,2,0.02200258220533455,3.524267994025319e-21,8.577854474501981e-09,0.08331256550131405,1.9166874344986864,nan,23.005982626575765,ok,1,100,100
sigma001_constant,sigma=0.0100|constant,2,6,3,0.015791015179949575,9.593360882659898e-22,2.7685096511971283e-09,0.00028467251824237927,1.9997153274817576,nan,7024.616706341622,ok,1,36,100
