basis,basis_profiles,basis_size,radius,tau_ref,effective_time,state,principal_effective_energy,jackknife_error,jackknife_valid,jackknife_total,reference_time_condition_met,max_central_gevp_residual
sigma001_constant,sigma=0.0100|constant,2,1,3,6,1,1.916834704800453,nan,97,100,0,3.873023411371766e-21
sigma001_constant,sigma=0.0100|constant,2,1,3,6,2,0.9266401524077537,nan,94,100,0,3.873023411371766e-21
sigma001_constant,sigma=0.0100|constant,2,1,3,7,1,0.7596320971659336,nan,97,100,0,3.873023411371766e-21
sigma001_constant,sigma=0.0100|constant,2,1,3,7,2,-0.03217390413419838,nan,94,100,0,3.873023411371766e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,2,1,0.7170535171424152,0.014734192865369158,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,2,2,2.812210918279226,nan,98,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,3,1,0.6874083663176069,0.061357682050699504,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,3,2,-0.39789749598453855,nan,98,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,4,1,0.6174228226668753,0.08512388539002652,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,4,2,-0.4266949421915275,nan,99,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,5,1,0.4104214790498328,0.21207166864999294,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,5,2,0.3221496265656036,nan,99,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,6,1,1.063599928818066,0.26521571237790004,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,6,2,nan,nan,0,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,7,1,0.7007074299683999,0.09346138843695291,100,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,1,7,2,nan,nan,0,100,0,3.8897675781764615e-21
sigma001_constant,sigma=0.0100|constant,2,2,2,3,1,0.6962995682649916,0.34455983758507236,100,100,1,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,3,2,-0.4067886979319363,nan,98,100,1,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,4,1,0.2888492293811031,0.8717524301450861,100,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,4,2,-0.09812134890575411,nan,99,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,5,1,-0.010363759907052869,0.6842459992528924,100,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,5,2,0.74293486552249,nan,99,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,6,1,1.8034174464990524,1.3767379491157063,100,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,6,2,nan,nan,0,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,7,1,0.6640190555880794,0.4778148257480143,100,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,2,7,2,nan,nan,0,100,0,9.303407666458605e-22
sigma001_constant,sigma=0.0100|constant,2,2,3,4,1,-0.5678032835897426,nan,98,100,1,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,4,2,0.7585311640650938,nan,97,100,1,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,5,1,-0.06658900843993072,nan,98,100,1,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,5,2,0.7991601140553701,nan,97,100,1,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,6,1,3.8270963846655155,nan,98,100,0,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,6,2,nan,nan,0,100,0,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,7,1,-0.9351951378837441,nan,98,100,0,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,2,3,7,2,nan,nan,0,100,0,1.1847369601970794e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,2,1,0.854691523022229,0.02814616963676896,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,2,2,4.539795576324476,nan,82,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,3,1,0.8237062520762409,0.02851426054863782,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,3,2,-1.1417877968063366,nan,81,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,4,1,0.6647485027476736,0.1407383390605161,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,4,2,-1.7764289094143,nan,98,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,5,1,0.49720773442806776,0.26950628642129293,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,5,2,1.2268676345824334,nan,99,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,6,1,1.1008414056530653,0.4259847700457025,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,6,2,nan,nan,0,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,7,1,0.12047180672970156,1.0864218827005365,100,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,1,7,2,nan,nan,0,100,0,1.6432320153077756e-21
sigma001_constant,sigma=0.0100|constant,2,3,2,3,1,0.832921668652485,0.1884515348330187,100,100,1,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,3,2,-1.1510032133826138,nan,81,100,1,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,4,1,-0.2754764916241915,1.3773417637675547,100,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,4,2,-0.8362039150424343,nan,98,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,5,1,0.6035212962029202,0.3405981333259953,100,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,5,2,1.1205540728075842,nan,99,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,6,1,1.8752272464907684,1.4515174535271345,100,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,6,2,nan,nan,0,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,7,1,-0.9380509143653631,1.1130834516030512,100,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,2,7,2,nan,nan,0,100,0,1.0594717384592066e-20
sigma001_constant,sigma=0.0100|constant,2,3,3,4,1,-1.9687216970380133,nan,82,100,1,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,4,2,0.8570412903713667,nan,80,100,1,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,5,1,0.6423872120285791,nan,82,100,1,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,5,2,1.081688156981987,nan,81,100,1,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,6,1,5.421676271665852,nan,82,100,0,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,6,2,nan,nan,0,100,0,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,7,1,-4.520110274381036,nan,82,100,0,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,3,3,7,2,nan,nan,0,100,0,2.167384621738257e-19
sigma001_constant,sigma=0.0100|constant,2,4,1,2,1,0.9581183292694868,0.0178971360101134,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,2,2,nan,nan,2,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,3,1,0.9163132297229076,0.023389450975316372,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,3,2,nan,nan,2,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,4,1,0.7118523026714145,0.2649153558638664,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,4,2,-1.7861975264024517,nan,98,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,5,1,-0.5852632519276335,1.0059309195960349,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,5,2,0.8997090477392576,nan,99,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,6,1,2.4509111689373295,1.363081678762991,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,6,2,nan,nan,0,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,7,1,1.140120968557662,2.1952850561582697,100,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,1,7,2,nan,nan,0,100,0,1.473854527880696e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,3,1,0.9220871135870936,0.3223631411718063,100,100,1,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,3,2,nan,nan,2,100,1,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,4,1,-0.4476401812637667,1.5829605773972826,100,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,4,2,-0.6267050424672757,nan,98,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,5,1,-0.6905749854207877,1.0212689789691696,100,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,5,2,1.0050207812324117,nan,99,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,6,1,3.7129284516830574,2.6236608614319676,100,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,6,2,nan,nan,0,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,7,1,1.1385780963021854,3.000763894254539,100,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,2,7,2,nan,nan,0,100,0,1.7106827241514978e-21
sigma001_constant,sigma=0.0100|constant,2,4,3,4,1,nan,nan,2,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,4,2,nan,nan,1,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,5,1,nan,nan,2,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,5,2,nan,nan,1,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,6,1,nan,nan,2,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,6,2,nan,nan,0,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,7,1,nan,nan,2,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,4,3,7,2,nan,nan,0,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,5,1,2,1,1.0465046994963219,0.014482010713192097,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,2,2,nan,nan,4,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,3,1,1.0210245953024126,0.024202256999064076,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,3,2,nan,nan,4,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,4,1,0.6252883839558978,0.38498203691696636,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,4,2,-0.7087091930933247,nan,99,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,5,1,-0.9413772989499192,1.9701941334013378,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,5,2,0.9577944713679264,nan,99,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,6,1,1.7668056744489227,3.8106798102873545,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,6,2,nan,nan,1,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,7,1,1.7768712005197318,1.9885547541105557,100,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,1,7,2,nan,nan,0,100,0,1.5622031755984805e-21
sigma001_constant,sigma=0.0100|constant,2,5,2,3,1,1.0119248317503087,0.3477960245304523,100,100,1,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,3,2,nan,nan,4,100,1,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,4,1,-0.7156264639136248,1.882019005499052,100,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,4,2,0.6322056547761982,nan,99,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,5,1,-1.0035319775925648,2.2515892522539005,100,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,5,2,1.0199491500105717,nan,99,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,6,1,2.0730935123423575,5.648233727524848,100,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,6,2,nan,nan,1,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,7,1,2.4662852484440947,3.0402483040968797,100,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,2,7,2,nan,nan,0,100,0,8.47526833553141e-22
sigma001_constant,sigma=0.0100|constant,2,5,3,4,1,nan,nan,4,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,4,2,nan,nan,3,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,5,1,nan,nan,4,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,5,2,nan,nan,3,100,1,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,6,1,nan,nan,4,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,6,2,nan,nan,0,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,7,1,nan,nan,4,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,5,3,7,2,nan,nan,0,100,0,0.0
sigma001_constant,sigma=0.0100|constant,2,6,1,2,1,1.1326736722108963,0.015497023067035728,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,2,2,6.935996336983059,nan,36,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,3,1,1.1099567310585963,0.03010737039742266,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,3,2,nan,nan,0,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,4,1,1.1509175474398454,0.10142863521595735,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,4,2,nan,nan,0,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,5,1,0.9786223211129922,0.84505244662598,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,5,2,nan,nan,0,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,6,1,-1.146749401387978,1.7721594212699392,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,6,2,nan,nan,1,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,7,1,2.2475630213134044,1.875014824894313,100,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,1,7,2,nan,nan,0,100,0,8.296496577624948e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,3,1,1.1182072928898175,1.6660652326130652,100,100,1,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,3,2,nan,nan,0,100,1,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,4,1,1.0996235689987959,0.2856803217947549,100,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,4,2,nan,nan,0,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,5,1,1.0244914677342765,2.784789411854956,100,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,5,2,nan,nan,0,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,6,1,-2.712834152945706,3.2583974687733193,100,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,6,2,nan,nan,1,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,7,1,3.6814869487584154,3.302121798262728,100,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,2,7,2,nan,nan,0,100,0,3.9950987432802945e-21
sigma001_constant,sigma=0.0100|constant,2,6,3,4,1,1.0989034636124453,nan,36,100,1,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,4,2,nan,nan,0,100,1,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,5,1,1.032744118175703,nan,36,100,1,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,5,2,nan,nan,0,100,1,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,6,1,-8.488309122769522,nan,36,100,0,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,6,2,nan,nan,1,100,0,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,7,1,9.441901944323945,nan,36,100,0,2.3078808458621023e-17
sigma001_constant,sigma=0.0100|constant,2,6,3,7,2,nan,nan,0,100,0,2.3078808458621023e-17
