basis,basis_profiles,basis_size,radius,tau_ref,tau_d,effective_time,state,projected_effective_energy,jackknife_error,jackknife_valid,jackknife_total
sigma001_constant,sigma=0.0100|constant,2,2,2,3,5,2,-0.06810156050837622,0.8192314517602975,100,100
sigma001_constant,sigma=0.0100|constant,2,2,2,3,6,1,0.7738605593805422,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,2,2,3,6,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,2,2,3,7,1,0.5034947652199446,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,2,2,3,7,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,1,1,0.8967153713397649,0.5039219111763938,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,1,2,1.9928208095396376,1.4504333943546304,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,2,1,0.8435220851632119,0.18186879691112354,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,2,2,4.550965014183526,nan,82,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,3,1,0.8374517694485242,0.674106657989761,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,3,2,-1.176017937283234,nan,81,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,4,1,0.8758209478577892,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,4,2,-1.9717930820724727,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,5,1,0.9287065941598239,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,5,2,0.6431991351230775,0.44570905969271346,100,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,6,1,0.6781312130333986,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,6,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,7,1,1.393052315647512,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,3,2,3,7,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,1,1,0.9913867722467371,0.9309815284912466,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,1,2,2.2745935269254343,1.5051758570563951,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,2,1,0.9514386166508273,0.32236874439020025,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,2,2,nan,nan,2,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,3,1,0.9271022193675593,0.9668750264371953,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,3,2,nan,nan,2,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,4,1,0.9508342821769005,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,4,2,-2.016601758761991,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,5,1,0.9956900264662514,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,5,2,-0.6930072520667653,1.2578058174048008,100,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,6,1,0.7265338113933646,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,6,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,7,1,1.1659142108342642,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,4,2,3,7,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,1,1,1.0921155894795553,1.3164141722017357,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,1,2,2.4851866572498924,1.5184302316691527,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,2,1,1.0386478907746581,0.6734024917485117,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,2,2,nan,nan,4,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,3,1,1.0266813803266621,0.3541285160457508,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,3,2,nan,nan,4,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,4,1,1.0479387370844566,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,4,2,-1.1424645993526659,3.055406005361175,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,5,1,0.9574953857866925,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,5,2,-1.0054294231839185,2.2559037219613036,100,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,6,1,1.1765342955066955,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,6,2,2.1886081266637847,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,7,1,2.965112621502932,nan,74,100
sigma001_constant,sigma=0.0100|constant,2,5,2,3,7,2,nan,nan,0,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,1,1,1.2153347533788166,2.1249601990289673,100,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,1,2,2.762191108103902,1.679699448458514,100,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,2,1,1.1212295671370411,1.66508766505491,100,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,2,2,6.947440442057438,nan,36,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,3,1,1.1273500732358035,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,3,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,4,1,1.115993301640474,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,4,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,5,1,1.4430607629165244,nan,98,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,5,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,6,1,-0.30430115762725884,nan,99,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,6,2,nan,nan,1,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,7,1,2.234287577763785,nan,94,100
sigma001_constant,sigma=0.0100|constant,2,6,2,3,7,2,nan,nan,0,100
